Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1381.18 is over the calibration range,FALSE,049SMPL.d,12/18/21 03:27 PM,,Sample,,3183_2_50-10,,3127.71,0.7,,,326.01,2.7,76.67,96.1,2770701.67,0.9,401.34,3.2,210,6.6,70,75.6,50.67,26.3,41.33,17,932449.63,0.3,1036558.71,0.6,83.33,12.3,240,8.7,46.67,13.8,187.33,6.4,69.33,38.4,530.02,5.6,449585.57,0.5,274.67,12,164123.19,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1140.93 is over the calibration range,FALSE,050SMPL.d,12/18/21 03:32 PM,,Sample,,3183_2_50-30,,2886.99,2.7,,,559.35,2.3,63.33,63.8,11088395.67,1.3,690.02,6.9,404.01,5.9,166.68,9.2,92,30.4,73.33,32.8,5191268.5,0.8,5776986.79,0.6,269.33,3.3,480.68,6.5,118.67,8.3,402.68,9.9,144.67,25.2,2254.21,3.5,3135001.67,1.1,586.68,10.6,164066.6,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1080.88 is over the calibration range,FALSE,051SMPL.d,12/18/21 03:37 PM,,Sample,,3183_3_10-30,,2929.1,5.4,,,646.02,2.8,60,0,3109124.25,0.9,604.02,0.9,607.35,6.4,153.34,21,120,10.4,82,6.5,931441.64,0.3,1042917.82,0.5,176,12,694.03,5,164,5.3,640.69,4.5,222,5.6,978.05,2.3,772453.65,0.2,762.69,10.5,169829.98,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.13 is over the calibration range,FALSE,052SMPL.d,12/18/21 03:42 PM,,Sample,,3183_3_10-60,,2848.98,3.3,,,742.7,5.3,73.34,63,17007980,0.5,967.38,4.2,739.36,5.6,260.01,21.4,160,5.7,126,8.2,7433960,0.9,8251849.25,0.9,432.68,8.1,864.04,8.4,217.34,18.7,842.04,3.4,282,14.5,3516.51,1,5412348.67,1,1205.4,8,169417.66,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1381.12 is over the calibration range,FALSE,053SMPL.d,12/18/21 03:47 PM,,Sample,,3183_3_50-10,,2816.31,0.4,,,594.69,6.9,76.67,7.5,2600870.33,0.5,722.69,13,650.02,12.8,126.67,12.1,128,16.3,113.33,8.7,856183.39,0.3,952194.26,0.3,168,9,760.03,16.1,169.33,31.4,702.03,13.8,231.33,14.5,1049.38,12.3,406969.54,0.3,874.04,12.4,163356.66,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1621.37 is over the calibration range,FALSE,054SMPL.d,12/18/21 03:52 PM,,Sample,,3183_3_50-30,,2786.3,3.4,,,600.69,6.7,90,48.4,11197520.67,0.5,850.7,14.9,567.35,16.5,160.01,28.6,119.33,20.3,89.33,26.7,5239276.67,0.9,5831158.66,1.3,314.68,15.9,615.36,13.3,184,20.1,648.02,12.8,222,17.7,2364.9,4.2,3173121.17,0.5,840.03,14.3,162911.4,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2101.82 is over the calibration range,FALSE,055SMPL.d,12/18/21 03:57 PM,,Sample,,0456_1_10-30,,2512.91,3.5,,,380.01,8.7,116.67,35.7,4355123.33,0.9,329.34,5.2,234.67,14.9,80,33.1,53.33,5.7,34,21.2,1497005.79,1.1,1654573.78,0.6,140,19.8,233.33,6.4,60,15.3,218.67,8.3,87.33,28.8,749.36,4.6,1074844.5,0.4,303.34,13.9,171134.54,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1020.89 is over the calibration range,FALSE,056SMPL.d,12/18/21 04:02 PM,,Sample,,0456_1_10-60,,2401.56,5.9,,,272.67,13.2,56.67,97.2,17546862.67,0.9,361.34,3,34.67,32.8,23.33,65.5,22.67,13.5,6.67,34.6,8009398,0.7,8927125.28,1,314.68,4.3,10.67,54.1,14,37.8,16,57.3,12,44.1,2756.32,0.8,5673368,0.4,249.34,4.4,166851.31,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.13 is over the calibration range,FALSE,057SMPL.d,12/18/21 04:07 PM,,Sample,,0456_1_50-10,,2538.26,4.4,,,176.67,12.6,73.34,28.4,2850267.67,0.4,238.67,2.6,37.33,18.8,13.33,114.6,18.67,37.6,3.33,34.6,1018750.64,0.5,1183564.51,0.8,56,3.6,8.67,13.3,5.33,21.7,5.33,57.3,14,37.8,382.01,10.8,508110.73,0.4,19.33,31.6,161885.14,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,058SMPL.d,12/18/21 04:12 PM,,Sample,,0456_1_50-30,,2428.9,2,,,270.01,9.1,40,50,11238299.33,0.5,411.34,2.4,44.67,17,46.67,99,24.67,16.9,5.33,21.7,5463181.83,0.8,6031283.04,1.2,211.33,2.4,6.67,69.3,8.67,35.3,14,14.3,11.33,10.2,1855.49,4,3285548.33,0.6,144.67,11.3,161993.73,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,059SMPL.d,12/18/21 04:17 PM,,Sample,,cal check 100,,3110607.33,0.3,,,6222390.67,0.8,36.67,103.3,8108495.33,0.3,7812790.17,1.1,9465899.33,1.3,2645754.13,0.5,1748297.58,0.5,1564393.87,0.4,4961868.17,0.3,5564724.29,0.3,1860589,1.2,10814162,0.3,2758883,0.8,10783299,1.6,3736673.67,0.2,11232120.67,0.7,2589213.5,0.9,11456940,0.4,166380.04,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,060SMPL.d,12/18/21 04:22 PM,,Sample,,blank,,6746.36,3.5,,,94,7.7,46.67,24.7,147.33,13.7,165.33,13,127.33,6.3,33.33,69.3,25.33,19.9,20.67,20.1,88,10.4,100,30,24.67,16.9,137.33,11.7,38,24.1,140,7.1,54,30.3,148,16.9,38.67,35.2,150.67,5.4,167378.68,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1020.83 is over the calibration range,FALSE,061SMPL.d,12/18/21 04:27 PM,,Sample,,0456_2_10-30,,3110.37,2,,,143.33,2.1,56.67,36.7,4299226.67,0.9,186,15.1,48.67,27.4,20,50,23.33,13.1,4.67,24.7,1451646.71,0.3,1623854.98,1.2,80,17.5,26.67,18.9,14.67,55.1,27.33,29.6,18,40.1,523.35,6.9,1110722.96,0.1,75.33,12.5,168182.73,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.07 is over the calibration range,FALSE,062SMPL.d,12/18/21 04:32 PM,,Sample,,0456_2_10-60,,2570.92,2.4,,,262,1.5,73.33,20.8,17608994,0.6,374.01,4.6,57.33,21,40,25,18,40.1,6.67,96.4,7924138.83,0.7,8848917.58,1.1,354.01,6.3,28,25.8,20,36.1,29.33,14.2,18.67,27,2710.98,0.6,5748242.33,1,260.67,12.3,167894.59,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1200.97 is over the calibration range,FALSE,063SMPL.d,12/18/21 04:37 PM,,Sample,,0456_2_50-10,,2608.94,1.4,,,270.67,1.1,66.67,37.7,2774040.83,0.9,267.34,4.8,55.33,21.2,23.33,107.9,26,48,8,43.3,980127.67,0.6,1091193.03,1,65.33,4.7,17.33,6.7,14.67,41.7,22.67,27,13.33,31.2,332.01,10.3,498044.29,0.5,41.33,14.8,163507.32,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.07 is over the calibration range,FALSE,064SMPL.d,12/18/21 04:42 PM,,Sample,,0456_2_50-30,,2586.93,1,,,300.67,8.6,73.33,28.4,11401329,0.4,422.01,6.1,41.33,11.2,26.67,21.7,36.67,8.3,9.33,81.1,5690617,1,6329360.74,0.4,208,6.3,16,21.7,11.33,56.7,12.67,18.2,18,29.4,1967.5,0.7,3436424.75,0.2,153.33,7.2,163699.8,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1140.93 is over the calibration range,FALSE,065SMPL.d,12/18/21 04:47 PM,,Sample,,0456_3_10-30,,2332.88,2.3,,,251.33,6.6,63.33,39.7,4907157,0.7,178,3.4,46,26.1,36.67,41.7,18.67,60.9,5.33,21.7,1712626.13,1.5,1908626.95,0.5,106.67,14.2,11.33,27,11.33,27,14.67,15.7,8.67,35.3,576.02,4.8,1345091.21,1,69.33,8.8,169179.32,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1501.22 is over the calibration range,FALSE,066SMPL.d,12/18/21 04:52 PM,,Sample,,0456_3_10-60,,2485.58,2.6,,,166.67,0.7,83.33,30.2,18350832.67,0.3,330.01,8.7,38,29.3,13.33,43.3,11.33,50.9,6.67,45.8,8547790,0.9,9474629.86,0.3,340.01,2.6,8,0,5.33,114.6,11.33,36.7,4,0,2923.69,4.7,6075114.83,0.4,278.01,3.8,167988.89,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1080.88 is over the calibration range,FALSE,067SMPL.d,12/18/21 04:57 PM,,Sample,,0456_3_50-10,,2668.29,2.5,,,119.33,12.6,60,16.7,2854938.25,1.4,286,10.9,38.67,29.9,23.33,137.8,17.33,43.7,7.33,56.8,1050168.33,0.3,1226852.3,1.5,63.33,10.2,10,40,4,50,5.33,57.3,6.67,75.5,384.01,5.1,539609.12,0.4,20.67,49.7,162966.41,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,068SMPL.d,12/18/21 05:02 PM,,Sample,,0456_3_50-30,,2684.28,1.2,,,147.33,3.9,50,20,11439687,0.4,401.34,5.6,36,19.2,10,100,13.33,8.7,2,100,5636863.67,0.9,6263006.99,0.7,220.67,9.9,6.67,45.8,6,66.7,12.67,55.5,6,66.7,1930.83,4.6,3438477.58,0.3,134,12.2,163253,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1921.62 is over the calibration range,FALSE,069SMPL.d,12/18/21 05:07 PM,,Sample,,0608_1_10-30,,2466.9,3.6,,,136.67,11,106.67,35.5,5105301.67,0.5,155.33,21.2,30.67,46.3,23.33,65.5,13.33,48.2,6,66.7,1845098.71,0.8,2070862.1,0.8,88.67,4.7,6.67,75.5,12.67,55.5,4.67,49.5,10.67,28.6,626.02,3.1,1456223,1.6,57.33,23.2,167991.24,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,070SMPL.d,12/18/21 05:12 PM,,Sample,,0608_1_10-60,,2425.57,1.5,,,180,5.1,46.67,86.6,17452331.33,0.6,328.68,7.7,32.67,24.7,30,33.3,17.33,26.6,6,57.7,8008393,0.6,8841421.32,0.9,320.01,3.2,6,88.2,4,86.6,8.67,26.6,9.33,12.4,2764.32,3.7,5801709.17,0.4,262.67,6.1,168207.53,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1561.27 is over the calibration range,FALSE,071SMPL.d,12/18/21 05:17 PM,,Sample,,cal check 10 #2,,292910.24,0.6,,,617289.23,0.4,86.67,6.7,800827.5,0.3,767969.39,0,935204.44,0.1,256075.05,1,168622.02,0.8,147275.17,0.6,489721.13,0.3,546633.96,0.7,175900.05,0.1,1069866.17,0.2,264611.31,0.1,1065403.13,0.3,360497.19,0.3,1117027.17,0.1,247328.26,0.4,1131264.46,0.2,167945.08,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1140.93 is over the calibration range,FALSE,072SMPL.d,12/18/21 05:22 PM,,Sample,,blank,,4977.6,5.1,,,63.33,12,63.33,32.9,152.67,26,74,22.1,36,20,0,N/A,6,57.7,7.33,68.6,74,13.5,70,51.5,6,0,40.67,7.5,10.67,60.3,36.67,3.1,16.67,36.7,38,36.5,42,26.5,43.33,9.6,167156.41,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1501.22 is over the calibration range,FALSE,073SMPL.d,12/18/21 05:27 PM,,Sample,,0608_1_50-10,,2618.27,1.7,,,252,6.9,83.33,18.3,3280340.67,1,271.33,2.3,48,37.5,26.67,94.4,26,26.6,6.67,34.6,1303957.33,0.8,1448192.11,2.4,72,9.6,14,57.1,7.33,68.6,12,57.7,18,0,418.68,11.5,598652.94,0.3,37.33,8.2,160922.09,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,074SMPL.d,12/18/21 05:32 PM,,Sample,,0608_1_50-30,,2563.59,2.4,,,315.34,5.3,70,24.7,12005044.67,0.4,438.01,10.5,42,49.7,23.33,65.5,24,22,5.33,21.7,6171315,0.6,6862028.65,0.8,222.67,1.4,5.33,43.3,15.33,37.7,16,12.5,17.33,29,2118.19,1.6,3646660.33,0.6,176,8.2,161754.31,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1140.93 is over the calibration range,FALSE,075SMPL.d,12/18/21 05:37 PM,,Sample,,0608_2_10-30,,2380.89,1.3,,,302.01,8,63.33,32.9,6498890.33,0.9,226.67,4.2,51.33,6,33.33,34.6,23.33,13.1,6.67,45.8,2493556.5,0.6,2789557.98,1.2,112.67,13.4,15.33,7.5,25.33,31.9,16.67,50,12.67,9.1,828.03,2.7,1938498.34,0.5,90.67,12.5,165298.19,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1561.27 is over the calibration range,FALSE,076SMPL.d,12/18/21 05:42 PM,,Sample,,0608_2_10-60,,2242.87,2.5,,,372.01,6.9,86.67,13.3,19007720.67,0.4,474.01,4.9,130,11.6,46.67,44.6,38,9.1,17.33,17.6,9178407.67,0.1,10263892.56,1.3,356.01,10.7,116,6.9,40.67,2.8,126.67,5.5,44,22.7,3198.42,2.2,6696454,1,427.34,5.4,168047.05,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,077SMPL.d,12/18/21 05:47 PM,,Sample,,0608_2_50-10,,2384.22,3.5,,,260.67,4.4,50,34.6,3431989.08,0.2,294.01,7.1,44,13.6,20,86.6,20,26.5,4.67,107.9,1371058.25,0.3,1535384.98,0.7,66.67,29.1,10,34.6,13.33,60.6,15.33,32.8,11.33,44.4,480.68,4.4,642454.85,0.4,36,43.4,162049.78,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,078SMPL.d,12/18/21 05:52 PM,,Sample,,0608_2_50-30,,2427.56,1.9,,,353.34,3.6,50,52.9,11561807,0.2,472.01,2.9,69.33,24.5,40,43.3,35.33,18.2,12.67,48.2,5581123.5,0.8,6237412.62,1.1,228.67,7.3,34.67,29,17.33,17.6,35.33,43.2,15.33,49.4,1890.16,4.2,3417740.75,0.3,177.33,23.9,163466.76,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1681.42 is over the calibration range,FALSE,079SMPL.d,12/18/21 05:57 PM,,Sample,,0608_3_10-30,,2159.52,1.4,,,246,6.5,93.34,34.4,6174366.67,1.2,186,12.7,48,14.4,23.33,89.2,20,10,5.33,78.1,2410351.17,0.9,2681131.21,0.7,136.67,14.7,7.33,31.5,11.33,53.9,10.67,43.3,8,0,810.7,2.7,1731434.17,0.7,76.67,10.5,166451.26,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1381.12 is over the calibration range,FALSE,080SMPL.d,12/18/21 06:03 PM,,Sample,,0608_3_10-60,,2126.85,3.4,,,303.34,2.7,76.67,19.9,18970820,0.9,392.01,8.5,34,15.6,26.67,78.1,20,34.6,8.67,58.1,9093437.67,1.1,10154258.18,1.2,328.01,5.5,8.67,93.3,7.33,83.3,17.33,35.3,10.67,43.3,3197.1,1.9,6308296.33,0.3,271.34,2.3,166809.75,1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1501.28 is over the calibration range,FALSE,081SMPL.d,12/18/21 06:08 PM,,Sample,,0608_3_50-10,,2343.55,1.9,,,218.67,4.7,83.34,73.3,3402344.42,0.8,290.01,13.1,41.33,30.7,43.33,35.3,22.67,13.5,6,33.3,1402474.5,1.2,1576417.22,1,68,8.8,6,0,10.67,21.7,12,28.9,4.67,24.7,463.34,2.5,675727.85,0.2,33.33,35.2,162332.9,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1501.22 is over the calibration range,FALSE,082SMPL.d,12/18/21 06:13 PM,,Sample,,0608_3_50-30,,2324.21,4.1,,,322.68,5.3,83.33,18.3,12327904,0.8,530.02,5.1,144,29.2,50,20,51.33,34,21.33,28.6,6598676.33,0.6,7348416.35,0.6,234,9.2,115.33,35.1,36.67,49.5,124,25,46.67,24.4,2449.59,4.7,3923015.42,1.1,291.34,12.3,161184.59,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,083SMPL.d,12/18/21 06:18 PM,,Sample,,cal check 25 #2,,735930.5,0.2,,,1590973.62,0.5,43.33,58.1,2063084.46,1.4,1981979.54,0.7,2421916.58,0.9,633740.12,1,417992.91,0.2,365933.99,0.2,1280719.33,0.4,1410068.21,0.3,437895.41,0.3,2780876.17,1.7,656538.44,0.5,2789967.33,0.2,900513.15,0.5,2877171,1.7,614684.98,0.1,2943164.17,0.9,167079.39,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1200.97 is over the calibration range,FALSE,084SMPL.d,12/18/21 06:23 PM,,Sample,,blank,,5397.76,2.2,,,140.67,5.9,66.67,37.7,760.7,17.5,212.67,19.8,162,14,50,20,37.33,8.2,23.33,4.9,362.68,17.1,403.35,18.3,40.67,33.5,240.01,16.9,54,14.8,207.33,6.8,67.33,15.2,221.33,15.6,205.33,23,222.67,18.5,166950.39,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2702.37 is over the calibration range,FALSE,085SMPL.d,12/18/21 06:28 PM,,Sample,,check4_10-30,,2618.94,2,,,380.01,8.2,150.01,6.7,14428869.67,0.3,564.02,4.1,230,10.5,100.01,20,54,19.6,36,28.9,9888050.67,0.7,11034879.01,0.3,300.68,9.2,202.67,7.4,52.67,12.2,240.67,11.6,68.67,18.7,3621.88,1.4,5932409.67,0.2,509.35,3.7,166524.3,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,086SMPL.d,12/18/21 06:33 PM,,Sample,,check4_10-60,,2441.57,2,,,482.68,12.4,70,37.8,29219502,1,611.35,6.2,244,10.7,90,22.2,54.67,4.2,42,33.3,20038105.33,0.8,22233558.84,0.1,586.02,7.5,224,28.1,66,31.5,257.34,11.1,92.67,13.2,7202.75,2.3,11893143.33,0.5,792.7,11.2,166494.02,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1381.12 is over the calibration range,FALSE,087SMPL.d,12/18/21 06:38 PM,,Sample,,check4_50-10,,2392.89,4.3,,,322.68,4.2,76.67,7.5,4827923.83,1,383.34,3.7,191.33,8.4,76.67,7.5,41.33,37.6,31.33,13.3,3364031.75,0.3,3725018.49,1.5,119.33,9.5,196,2.7,58,12.4,194,11.2,76,16.4,1352.08,5.5,2025147.88,0.4,280.01,10.3,160324.73,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,088SMPL.d,12/18/21 06:43 PM,,Sample,,check4_50-30,,2444.24,1.7,,,356.68,10.1,53.33,39,14346735.67,0.4,501.35,9.9,182.67,9.1,83.34,36.7,50.67,20.3,32.67,27.6,9830206.67,0.8,10901870.67,1.1,276.67,6.9,162,28.3,57.33,35.3,184.67,16.8,71.33,23.8,3605.87,4.2,5955794.83,0.9,480.68,7.1,160814.36,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1201.03 is over the calibration range,FALSE,089SMPL.d,12/18/21 06:48 PM,,Sample,,3988_1_10-30,,2408.23,2.4,,,238.67,28.1,66.67,70.9,3926923.83,1.2,270,13.5,194.67,22,80,21.7,40.67,30,30,37.1,1300150.21,1.5,1459411.59,1,106.67,3.9,204,35,60,25.2,188,25.9,61.33,24.7,642.69,8.4,1003464,0.5,240.67,33,166561.7,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1621.37 is over the calibration range,FALSE,090SMPL.d,12/18/21 06:53 PM,,Sample,,3988_1_10-60,,2298.88,4.1,,,251.34,12.9,90,40.1,17071907.33,0.1,477.35,14.7,173.33,23.7,76.67,19.9,31.33,42.5,31.33,36.3,7866272.5,0.8,8726054.66,0.9,334.01,1,191.34,34.2,45.33,33.1,178.67,40.1,61.33,39.8,2910.36,6.1,5674484,0.5,446.68,13.3,166402.86,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1501.28 is over the calibration range,FALSE,091SMPL.d,12/18/21 06:58 PM,,Sample,,3988_1_50-10,,2548.92,4.5,,,223.33,7.2,83.34,6.9,2502869.08,0.5,376.68,11.8,272.01,14.3,53.33,75.8,48,7.2,37.33,20.3,846795.25,0.2,945903.79,0.2,96,27.1,240,16.3,60.67,16.9,238,16,76,15.8,576.68,9.4,429409.25,0.3,264,19.3,160459.88,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,092SMPL.d,12/18/21 07:03 PM,,Sample,,3988_1_50-30,,2576.93,1.8,,,360.01,9.6,70,37.8,10447959,0.3,568.68,11.4,300.01,19.6,90,72.9,70.67,26.3,48.67,27.4,4942368.5,1.1,5434982.63,0.3,270.67,4.3,351.34,15.2,82.67,22.5,288.67,17.3,118.67,5.4,2053.52,1.9,3047416.92,1.1,502.68,4.7,160208.68,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1861.57 is over the calibration range,FALSE,093SMPL.d,12/18/21 07:08 PM,,Sample,,3988_2_10-30,,2443.57,2.3,,,324.01,1.6,103.34,14.8,3789764.92,0.5,424.01,10.8,359.34,6.5,80,45.1,60.67,15.6,48.67,2.4,1255048.46,0.5,1406675.14,0.4,138,12.6,390.01,10.5,119.33,8.3,390.01,12.6,144.67,18.4,827.37,5.8,986936.94,0.3,455.34,8.4,164789.03,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,094SMPL.d,12/18/21 07:13 PM,,Sample,,3988_2_10-60,,2294.87,2.1,,,564.68,4.6,70,24.7,16641944,0.4,676.02,6.6,446.68,4.2,126.67,16.4,108.67,9.4,66,24.1,7577379.67,0.4,8399894.67,1.8,360.01,9.3,488.68,6.8,112,10.9,420.01,3.3,154.67,9.7,3005.71,3.8,5535815,0.6,774.69,6.5,166482.94,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1020.83 is over the calibration range,FALSE,095SMPL.d,12/18/21 07:18 PM,,Sample,,cal check 50 #2,,1553059.17,1,,,3155663.75,0.5,56.67,44.4,4093072.33,0.8,3933351.67,0.5,4684148,0.5,1330023.05,0.4,838497.21,0.3,734663.65,0.3,2522192.67,0.9,2809759.65,1.4,880454.29,0.1,5428780.83,1.5,1368881.71,0.3,5340712.17,0,1890802.42,0.1,5641321.83,0.3,1293733.05,0.5,5710901.83,0.1,166777.02,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1741.47 is over the calibration range,FALSE,096SMPL.d,12/18/21 07:23 PM,,Sample,,blank,,6208.11,0.8,,,314.67,12.9,96.67,31.6,2414.25,9.8,389.34,15.1,445.34,12.2,160.01,10.8,78.67,14.7,64,6.3,1192.07,16.9,1336.79,12.1,82,21.7,516.01,5.8,129.33,27.8,522.02,12.3,156.67,14,534.01,14.5,689.36,8.1,571.35,14,165672.78,0.5
