Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,046SMPL.d,12/21/2021 16:49,,Sample,,50-10_1_d2,,0.062,1,,,0.002,11.4,899.02,20,38.547,0.5,0.004,13.8,0.001,39.2,0.002,12.4,0.001,13.3,0.001,32.9,30.159,1.1,30.403,0.4,0.004,16.9,0.001,51.3,0.001,36.8,0.001,37.8,<0.000,N/A,0.005,2.2,33.854,0.4,0.001,7.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,047SMPL.d,12/21/2021 16:54,,Sample,,50-10_1_d3,,0.065,1.9,,,0.002,11.6,539.412,100,28.6,0.4,0.003,7.5,0.001,24.7,0.001,45.8,0.002,26.7,0.001,14.3,17.6,0.3,18.17,0.6,0.003,17.8,0.001,41.4,0.001,43.7,0.001,24.7,<0.000,N/A,0.003,13.7,19.834,0.2,0.001,30.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.89 is over the calibration range,FALSE,048SMPL.d,12/21/2021 16:59,,Sample,,50-10_1_d4,,0.063,1.2,,,0.002,17,1018.889,27,20.627,0.9,0.002,2.3,0.001,50.9,0.001,109,0.001,20.4,0.001,55.1,11.269,0.5,11.276,0.8,0.002,14.7,0,63.3,0.001,54.1,0,34,<0.000,N/A,0.002,10.6,12.503,0.3,0.001,61.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,049SMPL.d,12/21/2021 17:04,,Sample,,50-10_1_d5,,0.065,1.8,,,0.002,25.7,479.477,21.7,8.338,0.3,0.002,12.2,0,2.3,0,100,0.001,29,0,17.3,5.64,0.1,5.707,0.7,0.001,30.1,0,35.3,0,15.7,0,20,<0.000,N/A,0.001,7.9,5.892,0.5,0,55.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,050SMPL.d,12/21/2021 17:09,,Sample,,50-10_1_d6,,0.062,2,,,0.002,6.4,659.281,56.8,6.059,0.4,0.001,20.4,0,22.3,0,173.2,0.001,29.6,0,43.3,5.488,0.4,5.49,0.6,0,32.7,0,86.6,0,17.3,0,48,<0.000,N/A,0.001,3.2,5.441,0.6,0,83.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,051SMPL.d,12/21/2021 17:14,,Sample,,cal check 50,,46.86,0.3,,,46.947,0.4,899.02,52.9,47.706,0.6,47.305,0.9,47.541,0.2,48.562,1.3,47.786,0.3,47.565,0.7,48.441,2.5,48.842,1.9,47.401,1,47.586,0.7,49.515,1,48.134,1.2,48.984,1.8,47.953,0.1,49.437,1.8,48.195,1.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,052SMPL.d,12/21/2021 17:19,,Sample,,blank,,0.185,2.9,,,0.001,5.7,539.412,0,0.001,3.3,0.002,4.2,0.001,14.3,0.001,57.7,0.001,10,0.001,48.4,0.001,12.5,0.001,28.6,0.001,16.4,0.001,5.7,0.001,28.4,0.001,6.9,<0.000,N/A,0.001,6.1,0.001,22.9,0.001,21.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,053SMPL.d,12/21/2021 17:24,,Sample,,50-10_1_d7,,0.086,2.1,,,0.002,12.1,719.216,50,7.079,0.3,0.002,15.5,0,10.8,0.001,99,0.001,20.8,0,65.5,6.538,0.5,6.56,0.5,0,52.9,0,43.3,0,8.7,0,9.1,<0.000,N/A,0.001,10.4,6.09,0.6,0,9.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,054SMPL.d,12/21/2021 17:29,,Sample,,50-10_1_d8,,0.074,1.7,,,0.002,18.8,839.085,12.4,7.949,0.8,0.002,12.7,0.001,3.4,0.001,69.3,0.001,10,0,31.5,7.289,0.2,7.306,0.1,0.001,6,0,40.8,0,68.9,0,27.7,<0.000,N/A,0.001,10.3,6.47,0.5,0,10.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,055SMPL.d,12/21/2021 17:34,,Sample,,50-30_1_d1,,0.069,2.6,,,0.003,2.9,299.673,91.7,153.281,0.3,0.005,6.9,0,15.6,0.001,57.7,0.001,26.6,0,13.3,158.784,1,156.961,0.7,0.012,4.7,0,34.6,0,36.7,0,32.7,<0.000,N/A,0.024,1.8,190.186,1.2,0.002,11,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1078.88 is over the calibration range,FALSE,056SMPL.d,12/21/2021 17:39,,Sample,,50-30_1_d2,,0.064,3,,,0.004,10.9,1078.884,44.1,144.635,0.5,0.005,3.7,0.001,10.9,0.001,93.3,0.001,13.5,0,75.5,139.11,0.9,140.722,0.6,0.013,2.3,0,83.4,0,32.9,0,14.2,<0.000,N/A,0.022,1.7,168.207,1.2,0.002,4.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.89 is over the calibration range,FALSE,057SMPL.d,12/21/2021 17:44,,Sample,,50-30_1_d3,,0.064,1.6,,,0.002,24.8,1018.889,27,133.23,0.6,0.004,9.6,0.001,14.2,0.001,91.7,0.001,13.3,0,78.1,115.668,0.8,115.684,1.2,0.012,9.1,0,107.9,0,35.3,0,50.9,<0.000,N/A,0.018,5,140.718,1,0.001,3.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,058SMPL.d,12/21/2021 17:49,,Sample,,50-30_1_d4,,0.062,3.3,,,0.002,18.7,839.085,44.6,121.565,0.6,0.005,4,0,14.6,0.001,43.3,0.001,15.7,0,69.3,99.681,0.7,99.522,1.3,0.011,3.5,0,39.7,0,109,0,25,<0.000,N/A,0.016,2.5,120.943,0.7,0.001,7.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,059SMPL.d,12/21/2021 17:54,,Sample,,50-30_1_d5,,0.063,2,,,0.002,6.9,839.085,49.5,96.227,0.3,0.005,3.8,0,11.4,0.001,49.5,0.001,26.5,0,86.6,66.684,0.6,66.682,0.5,0.008,5.9,0,66.1,0,33.3,0,71,<0.000,N/A,0.01,3.9,78.157,1.1,0.001,22.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1318.56 is over the calibration range,FALSE,060SMPL.d,12/21/2021 18:00,,Sample,,50-30_1_d6,,0.064,3.4,,,0.002,1.6,1318.563,7.9,70.478,0.7,0.004,5.9,0.001,46.5,0.001,33.3,0.001,30,0,43.3,41.453,0.3,41.27,0.7,0.006,8.6,0,101.3,0,44.6,0,53.9,<0.000,N/A,0.006,4.5,47.431,0.9,0,18.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1078.82 is over the calibration range,FALSE,061SMPL.d,12/21/2021 18:05,,Sample,,50-30_1_d7,,0.064,4.6,,,0.002,9.2,1078.824,0,47.873,0.8,0.003,3.8,0.001,21,0.001,45.8,0.001,17.6,0,66.7,26.179,0.5,25.898,1.2,0.004,27.3,0,86.6,0,65.8,0,25,<0.000,N/A,0.004,3.7,27.953,0.3,0,33.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,062SMPL.d,12/21/2021 18:10,,Sample,,50-30_1_d8,,0.06,2.6,,,0.002,4.6,779.151,13.3,31.358,0.6,0.002,8.7,0,30.1,0.001,91.7,0.001,51.6,0,50,16.705,0.4,16.94,1.7,0.004,15,0,100,0,10.2,0,71,<0.000,N/A,0.003,8.5,18.413,0.2,0,32.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,063SMPL.d,12/21/2021 18:15,,Sample,,cal check 100,,90.267,1.1,,,91.691,1.1,539.412,88.2,92.507,0.4,92.574,0.3,92.653,0.9,96.007,0.7,96.482,1.8,97,0.8,93.939,0.7,93.814,1,95.831,0.4,93.339,0.6,96.427,0.6,94.014,0.6,95.18,0.3,95.284,0.3,96.867,0.2,95.009,0.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,064SMPL.d,12/21/2021 18:19,,Sample,,blank,,0.215,1.6,,,0.002,13.7,659.281,15.7,0.002,1.1,0.002,1.9,0.001,14.8,0.002,34.6,0.002,12.4,0.001,9.4,0.002,15.8,0.002,20.4,0.001,13.3,0.001,10.7,0.001,21.8,0.001,9.6,<0.000,N/A,0.001,10.1,0.001,13.2,0.001,9.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,065SMPL.d,12/21/2021 18:24,,Sample,,10-30_2_d1,,0.079,0.9,,,0.003,3.3,719.216,66.1,142.603,0.9,0.004,2.9,0.001,7.2,0.001,86.6,0.001,36.3,0.001,24.7,140.308,0.5,141.907,0.3,0.013,11.9,0,22,0,39.7,0,3.8,<0.000,N/A,0.022,1.5,176.113,0.3,0.002,6.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,066SMPL.d,12/21/2021 18:29,,Sample,,10-30_2_d2,,0.067,2.4,,,0.003,2.6,659.281,78.7,125.366,0.5,0.004,1.8,0.001,9.4,0.001,50,0.001,26.1,0.001,44.6,110.231,0.3,111.716,0.6,0.012,13,0,26.1,0,48,0,49.5,<0.000,N/A,0.018,1.6,145.982,0.4,0.002,8.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,067SMPL.d,12/21/2021 18:34,,Sample,,10-30_2_d3,,0.064,4.3,,,0.002,10.5,899.02,34.6,102.971,0.6,0.003,4.5,0,25,0.001,24.7,0.001,15.8,0,17.3,79.323,0.4,78.879,0.9,0.009,4.1,0,30.9,0,32.9,0,32.7,<0.000,N/A,0.013,1.4,110.503,0.7,0.001,10.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,068SMPL.d,12/21/2021 18:39,,Sample,,10-30_2_d4,,0.06,4.2,,,0.002,14.6,839.085,53.9,83.815,1,0.003,15.2,0.001,3.9,0.001,99,0.001,35.5,0,66.1,57.189,0.6,56.78,0.8,0.007,15.7,0,0,0,54.1,0,27,<0.000,N/A,0.009,5.7,82.748,0.3,0.001,7.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1138.76 is over the calibration range,FALSE,069SMPL.d,12/21/2021 18:44,,Sample,,10-30_2_d5,,0.058,2.8,,,0.002,11.2,1138.759,39.7,48.766,0.1,0.002,11.6,0,40,0.001,57.7,0.001,19.5,0,49.5,25.819,1.2,25.579,0.8,0.004,10.6,0,35.3,0,173.2,0,7.5,<0.000,N/A,0.004,3.8,37.061,0.3,0,8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.89 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 14.50 is over the allowed maximum = 5.00,FALSE,070SMPL.d,12/21/2021 18:50,,Sample,,10-30_2_d6,,0.057,6.4,,,0.002,12.6,1018.889,20.4,28.237,2.8,0.002,12.9,0,27.5,0,114.6,0.001,21.6,0,114.6,13.117,2.1,13.134,1.8,0.003,7,0,173.2,0,8.7,0,28.6,<0.000,N/A,0.002,7.3,18.561,2,0,38.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,071SMPL.d,12/21/2021 18:55,,Sample,,10-30_2_d7,,0.058,2,,,0.002,13.2,599.347,45.8,15.164,1.1,0.001,5.5,0,33.8,0.002,24.7,0.001,31.1,0,100,7.565,0.5,7.564,0.7,0.002,13.9,0,15.7,0,54.1,0,43.3,<0.000,N/A,0.001,13.7,9.979,0.5,0,19.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,072SMPL.d,12/21/2021 19:00,,Sample,,10-30_2_d8,,0.058,7,,,0.002,11.4,779.151,48,11.556,1.5,0.002,25.8,0,7.3,0.001,86.6,0.001,11.9,0,50,6.7,0.5,6.718,0.2,0.001,25.8,0,66.7,0,0,0,65.5,<0.000,0,0.001,7.7,8.498,0.2,0,83.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,073SMPL.d,12/21/2021 19:05,,Sample,,10-60_2_d1,,0.055,2.1,,,0.003,8,779.151,66.6,319.64,0.6,0.006,3.5,0,7.5,0.001,63,0.001,52.9,0,86.6,338.882,0.5,337.024,0.5,0.028,4.6,0,10.2,0,74.2,0,17.3,<0.000,N/A,0.051,1.1,407.917,0.8,0.004,7.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,074SMPL.d,12/21/2021 19:10,,Sample,,10-60_2_d2,,0.055,1.4,,,0.003,8.7,839.085,61.9,276.045,0.6,0.005,6.6,0.001,14.1,0,100,0.001,39,0,34.6,264.173,0.1,261.709,0.4,0.023,4.9,0,15.1,0,50,0,50.6,<0.000,N/A,0.04,1.8,334.425,0.5,0.004,5.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,075SMPL.d,12/21/2021 19:14,,Sample,,cal check 10 #2,,8.219,1.3,,,9.118,0.4,719.216,66.1,9.3,0.4,9.263,0.3,9.278,0.2,9.367,0.5,9.383,0.4,9.3,0.5,9.382,0.5,9.417,0.5,9.329,0.9,9.676,0.7,9.405,0.3,9.684,1.1,8.6,0.5,9.854,0.9,9.451,0.1,9.913,2.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,076SMPL.d,12/21/2021 19:19,,Sample,,blank,,0.152,2.9,,,0.001,11.2,719.216,43.3,0.001,8.6,0.001,16.5,0,40.1,0,100,0.001,25,0.001,34.6,0.001,16,0.001,65.5,0.001,39.7,0,28,0,53.9,0,12.1,<0.000,N/A,0,10.1,0.001,3.1,0.001,13.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,077SMPL.d,12/21/2021 19:25,,Sample,,10-60_2_d3,,0.068,3.3,,,0.003,7.8,839.085,49.5,247.791,0.2,0.005,3.9,0,14.3,0.001,74.2,0.001,44.1,0,86.6,222.093,0.2,223.434,0.7,0.022,1.9,0,44.4,0,28.6,0,6.7,<0.000,N/A,0.035,5,292.261,0.4,0.003,4.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,078SMPL.d,12/21/2021 19:30,,Sample,,10-60_2_d4,,0.06,2.3,,,0.003,18.3,719.216,43.3,228.872,0.5,0.005,2,0.001,13.6,0.001,137.8,0.001,22.2,0.001,75.8,188.383,0.4,189.083,0.4,0.02,3.5,0,35.3,0,56.8,0,75.8,<0.000,N/A,0.03,1.6,257.453,0.4,0.003,4.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,079SMPL.d,12/21/2021 19:35,,Sample,,10-60_2_d5,,0.058,2.9,,,0.003,8.4,839.085,12.4,176.384,0.4,0.005,5.8,0.001,11.6,0.001,50,0.001,8.3,0,15.7,123.647,0.7,123.39,0.5,0.015,12.8,0,81,0,25,0,28.4,<0.000,N/A,0.019,1.5,179.769,1,0.002,5.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1078.88 is over the calibration range,FALSE,080SMPL.d,12/21/2021 19:40,,Sample,,10-60_2_d6,,0.059,6.1,,,0.002,10.6,1078.884,33.3,134.783,0.2,0.004,12.3,0.001,8,0.001,68.6,0.001,26.6,0,31.5,80.691,1,79.957,0.4,0.011,4.5,0,86.6,0,66.1,0,26,<0.000,N/A,0.012,1,124.318,0.1,0.001,15,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1498.37 is over the calibration range,FALSE,081SMPL.d,12/21/2021 19:45,,Sample,,10-60_2_d7,,0.056,3.7,,,0.002,5.9,1498.367,18.3,90.104,1,0.003,3.8,0.001,7.1,0.001,83.3,0.001,26.5,0,49.5,47.107,0.3,46.848,0.5,0.009,9.1,0,66.1,0,33.3,0,53.9,<0.000,N/A,0.007,6.5,72.904,0.4,0.001,12.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,082SMPL.d,12/21/2021 19:50,,Sample,,10-60_2_d8,,0.054,2.7,,,0.002,14.8,719.216,25,68.497,0.7,0.002,8,0,20.3,0.001,21.7,0.001,40.5,0,43.3,34.116,0.8,34.383,1.4,0.007,13.2,0,60.1,0,35.3,0,21.7,<0.000,N/A,0.005,2.9,52.955,1,0.001,18.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.89 is over the calibration range,FALSE,083SMPL.d,12/21/2021 19:55,,Sample,,50-10_2_d1,,0.061,2.1,,,0.002,6.9,1018.889,36.7,44.921,0.1,0.003,3.7,0,19.9,0.001,50,0,26.6,0,0,42.98,1,43.004,1.2,0.003,7.7,0,56.8,0,24.7,0,34.6,<0.000,N/A,0.007,3.9,51.954,0.6,0.001,10.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,084SMPL.d,12/21/2021 20:00,,Sample,,50-10_2_d2,,0.059,5.7,,,0.002,22.7,659.281,41.7,43.492,1,0.003,1.4,0,11.1,0.001,24.7,0.001,18.3,0,21.7,37.753,0.3,37.773,1.2,0.004,16.4,0,34.6,0,31.2,0,13.3,<0.000,N/A,0.006,1.8,43.067,1.6,0,12.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,085SMPL.d,12/21/2021 20:05,,Sample,,50-10_2_d3,,0.06,5.4,,,0.001,9.1,839.085,49.5,38.453,1.8,0.003,11.8,0,29.4,0.001,88.2,0.001,48.3,0,86.6,28.482,0.8,28.237,0.2,0.004,17.7,0,25,0,86.6,0,48,<0.000,N/A,0.004,1.7,30.051,0.2,0,11.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,086SMPL.d,12/21/2021 20:10,,Sample,,50-10_2_d4,,0.059,2.3,,,0.001,10.3,599.347,45.8,32.502,0.4,0.003,15.2,0,12.4,0.001,50,0,41.7,0,114.6,20.085,1.7,20.11,0.1,0.003,21.9,0,101.3,0,15.7,0,86.6,<0.000,N/A,0.003,11.4,19.922,0.1,0,25.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,087SMPL.d,12/21/2021 20:15,,Sample,,cal check 25 #2,,21.043,0.6,,,22.888,0.4,779.151,35.3,23.653,1.3,23.559,0.6,23.413,0.5,23.057,0.4,23.077,0.4,22.952,0.2,23.837,0.7,23.816,1.2,22.983,0.7,23.743,0.6,23.123,0.3,23.694,0.6,22.472,0.6,24.008,2,23.218,0.4,24.027,0.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,088SMPL.d,12/21/2021 20:20,,Sample,,blank,,0.17,1.1,,,0.001,9.4,779.151,58.1,0.001,10.9,0.001,11.6,0.001,10.8,0.001,94.4,0.001,0,0.001,24.7,0.001,2.2,0.001,39.7,0.001,39.8,0.001,15.6,0.001,27,0.001,22.8,<0.000,N/A,0.001,15.3,0.001,16.3,0.001,7.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,089SMPL.d,12/21/2021 20:25,,Sample,,50-10_2_d5,,0.071,1.2,,,0.001,13.6,779.151,13.3,22.027,0.6,0.002,7.5,0,30.2,0.001,86.6,0.001,31.5,0,25,10.461,0.4,10.514,0.2,0.002,16.7,0,43.3,0,17.3,0,15.7,<0.000,N/A,0.002,11.1,9.61,0.4,0,24.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,090SMPL.d,12/21/2021 20:30,,Sample,,50-10_2_d6,,0.066,2.3,,,0.001,24.6,599.347,62.4,14.393,1.2,0.002,3.9,0,6.2,0,100,0,53.9,0,86.6,6.252,0.2,6.288,0.4,0.001,24.1,0,65.5,0,35.3,0,41.7,<0.000,N/A,0.001,7.2,5.421,1,0,33.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,091SMPL.d,12/21/2021 20:35,,Sample,,50-10_2_d7,,0.064,2.5,,,0.001,16.1,599.347,45.8,7.511,0.4,0.001,23.4,0,28.1,0.001,124.9,0.001,20.4,0,N/A,3.923,0.6,3.949,0.6,0.001,14.3,0,0,0,75.5,0,20,<0.000,N/A,0.001,3.2,3.661,0.5,0,12.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,092SMPL.d,12/21/2021 20:40,,Sample,,50-10_2_d8,,0.061,1.2,,,0.001,22.2,719.216,43.3,4.446,0.3,0.001,3,0.001,9,0.001,91.7,0.001,5.4,0,88.2,3.087,0.6,3.1,0.3,0.001,5.6,0,30.1,0,28.4,0,36.3,<0.000,N/A,0.001,15.3,3.181,0.5,0,37.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,093SMPL.d,12/21/2021 20:45,,Sample,,50-30_2_d1,,0.059,1.7,,,0.002,14.7,839.085,32.7,147.895,0.4,0.004,4.6,0,24.2,0.001,69.3,0.001,13.9,0.001,32.7,152.155,0.4,151.899,0.5,0.012,10.9,0,68.6,0,68.6,0,45.8,<0.000,N/A,0.024,5.1,185.024,0.5,0.002,3.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1198.69 is over the calibration range,FALSE,094SMPL.d,12/21/2021 20:51,,Sample,,50-30_2_d2,,0.06,1.9,,,0.002,9.5,1198.693,52.7,140.376,0.3,0.004,4.6,0,19.8,0.001,89.2,0.001,63.8,0,31.5,135.222,1.1,134.161,0.3,0.012,10.7,0,57.7,0,45.8,0,21.7,<0.000,N/A,0.021,1.9,163.731,0.7,0.002,9.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,095SMPL.d,12/21/2021 20:56,,Sample,,50-30_2_d3,,0.059,3.7,,,0.002,6.1,719.216,66.1,127.548,1,0.005,4.5,0.001,3.1,0.001,43.3,0.001,28.4,0.001,59.8,108.704,0.6,108.112,0.8,0.012,8.4,0.001,8.3,0.001,16.7,0.001,15.6,<0.000,N/A,0.018,2.1,134.512,2,0.002,5.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,096SMPL.d,12/21/2021 21:01,,Sample,,50-30_2_d4,,0.06,1.4,,,0.003,19.5,899.02,40,121.402,0.3,0.005,7.8,0.001,14.7,0.001,25,0.002,27.2,0.001,11.2,95.89,0.6,95.827,1.1,0.012,7.1,0.001,26.5,0.001,38.1,0.001,16.6,<0.000,N/A,0.016,3.3,119.596,0.4,0.002,20.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,097SMPL.d,12/21/2021 21:06,,Sample,,50-30_2_d5,,0.059,0.9,,,0.003,14,599.347,34.6,99.872,0.5,0.005,14.7,0.001,25.1,0.001,13.3,0.002,37.5,0.001,38.6,65.369,0,64.839,0.3,0.009,12.1,0.001,34.4,0.001,48.1,0.001,46.1,<0.000,N/A,0.011,4.4,81.357,0.6,0.001,20.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1138.76 is over the calibration range,FALSE,098SMPL.d,12/21/2021 21:11,,Sample,,50-30_2_d6,,0.059,1.5,,,0.002,9.4,1138.759,18.2,82.542,0.6,0.004,6.1,0.001,27,0.001,45.8,0.001,26.6,0.001,7.9,45.929,0.7,45.831,0.5,0.009,12.3,0.001,35.1,0.001,26.6,0.001,28.8,<0.000,N/A,0.007,11.8,56.089,0.5,0.001,15,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,099SMPL.d,12/21/2021 21:16,,Sample,,cal check 50 #2,,45.076,1.8,,,46.101,0.6,779.151,70.5,46.399,0.8,46.541,0.6,46.477,0.5,47.554,0.3,46.536,0.4,46.433,0.4,47.84,1,47.721,0.5,46.538,0.6,46.93,1,48.395,1.6,47.262,0.4,47.528,0.8,47.541,0.5,48.62,0.6,47.363,0.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,100SMPL.d,12/21/2021 21:21,,Sample,,blank,,0.203,1.2,,,0.002,5.1,419.543,49.5,0.006,15.5,0.002,13.6,0.002,17.8,0.002,75.3,0.001,20.4,0.001,12.4,0.005,11.1,0.005,17.9,0.001,20.8,0.002,8.4,0.002,12.7,0.002,20.6,<0.000,N/A,0.002,5.7,0.006,13.8,0.001,20,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,101SMPL.d,12/21/2021 21:26,,Sample,,50-30_2_d7,,0.081,1.3,,,0.002,5.4,719.216,43.3,60.064,0.2,0.004,9.6,0.001,13.8,0.002,65.7,0.002,7.4,0.001,18.3,29.235,1.8,29.016,0.3,0.006,3.7,0.001,36.2,0.001,66.1,0.001,20.3,<0.000,N/A,0.005,4.8,33.104,0.4,0.001,9.9,,
