Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1584.99 is over the calibration range,FALSE,045SMPL.d,12/09/21 02:42 PM,,Sample,,14-D2,,8812.98,13,,,54966.66,0.4,90,29.4,397222.67,0.1,559367.52,0.5,110593.26,0.8,113825.13,1.5,84254.62,0.7,10104.02,0.1,2862.34,1.3,3250.54,3.7,9456.21,1.8,5859.39,1.3,5974.1,2.8,4250.74,2.2,4014.66,1.7,1350.75,2.7,1880.16,2.2,1323.41,0.6,128803.51,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6281.66 is over the calibration range,FALSE,046SMPL.d,12/09/21 02:47 PM,,Sample,,15-D2,,9345.23,1.2,,,587166.65,0.3,356.69,13.3,4243502.33,1,12299951.33,0.6,1217596.09,0.9,1122920.63,0.9,804866.06,0.4,103142.59,0.9,27808.09,0.1,30925.02,2.1,103200.04,0.3,67985.57,1.1,72162.77,0.3,49782.8,0.5,45274.78,0.3,16202.38,0.3,21624.46,1.2,13848.31,2.3,128971.85,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,047SMPL.d,12/09/21 02:52 PM,,Sample,,cal check 50,,1253603.38,0.5,,,2945557.67,1.1,43.33,26.6,3869325.5,1.3,3750617.67,0.9,4598722.33,1.6,1292054.69,0.5,846768.81,0.3,740264.33,0.3,2527782.75,0.4,2810023.29,0.6,893729.98,0.3,5490789,0.3,1385958,0.9,5490301,0.6,1903105.21,1.2,5727487.33,0.5,1328810.08,1.4,5829287.83,1.4,125836.5,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,048SMPL.d,12/09/21 02:57 PM,,Sample,,blank,,4767.53,4.2,,,303.34,13.6,43.33,58.1,529.35,14.6,854.7,16.1,440.68,17.9,200.01,15,111.33,20,78,28.9,225.33,21.8,270.01,11.1,86,30.4,531.35,24,128,43.6,488.02,22.4,164,21.2,517.35,15.1,123.33,29.2,534.02,16.8,125923.32,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6281.60 is over the calibration range,FALSE,049SMPL.d,12/09/21 03:02 PM,,Sample,,1-D3,,9995.7,0.6,,,543350.75,0.5,356.69,9.8,3559240.08,0.8,11010151.67,0.7,1080211.25,1.7,1016611.68,0.6,747040.63,0.4,95180.13,0.7,25475.31,2,28566.01,1.3,94653.8,0.4,62265.99,0.6,66234.86,1.3,46847.05,1,42601.64,0.8,15664.37,1.6,21091.58,1.4,13812.93,2.6,128973.1,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2407.01 is over the calibration range,FALSE,050SMPL.d,12/09/21 03:07 PM,,Sample,,2-D3,,8506.03,1.5,,,63663.7,0.9,136.68,15.2,474426.85,0.4,728119.21,0.4,135134.85,0.3,136340.56,0.2,100440.68,0.3,11893.55,2.6,3457.82,0.4,3684.01,5.5,11307.72,1.6,7271.44,1.8,7086.67,1.1,5257.79,1.6,4700.24,0.8,1997.51,1,2341.57,4.7,2000.84,3.8,128664.26,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6692.59 is over the calibration range,FALSE,051SMPL.d,12/09/21 03:12 PM,,Sample,,3-D3,,10108.61,2.1,,,631110.35,0.5,380.02,15.8,4870248.33,0.5,13903169.67,0.4,1378147.21,1.6,1266303.47,0.5,914064.58,0.4,115944.81,0.5,30554.28,0.4,34196.53,1.4,113959.25,0.8,73889.49,0.4,77736.61,0.7,54045.39,1.8,47766.5,0.8,17642.31,1.4,22753.12,0.5,14951.53,1.4,128639.89,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6633.82 is over the calibration range,FALSE,052SMPL.d,12/09/21 03:17 PM,,Sample,,4-D3,,9457.3,0.3,,,559869.15,0.2,376.69,17.7,3875465.75,0.4,11850065,0.6,1150114.37,0.9,1051951.16,0.8,768837.4,0.1,99425.05,0.4,26483.28,0.8,30109.4,2.3,97480.06,0.8,64646.48,0.7,68443.78,0.7,48204.08,1.1,43376.93,0.4,16051.54,1.5,21163.02,0.5,13725.5,2.3,128429.92,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6222.90 is over the calibration range,FALSE,053SMPL.d,12/09/21 03:22 PM,,Sample,,5-D3,,9907.88,9.9,,,548510.81,0.2,353.35,14.2,3630330.83,0.7,11059744,1.2,1085303.87,2,1026082.25,0.4,752456.21,0.9,96717.43,0.1,25600.85,1,28843.2,1.4,95493.9,0.3,62762.49,0.4,67157.79,0.9,47084.66,0.2,42994.33,0.8,15750.49,1.4,21110.96,1.9,13891,1.5,128532.73,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6809.99 is over the calibration range,FALSE,054SMPL.d,12/09/21 03:26 PM,,Sample,,6-D3,,10087.64,4,,,631253.81,0.3,386.69,17.2,4806522.67,1.1,13951996.33,0.5,1375216.21,0.2,1248978.1,1.8,906714.06,0.2,116285.22,0.2,30805.54,1.3,34180.01,1.5,113147.4,0.9,73935.01,0.7,77935.63,0.3,53530.55,0.6,48358.06,0.8,17370.6,1.4,22867.98,0.5,14909.49,2.5,127648.17,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1937.27 is over the calibration range,FALSE,055SMPL.d,12/09/21 03:31 PM,,Sample,,7-D3,,8109.78,1.4,,,65402.72,0.4,110,24.1,490923.31,0.2,757038.79,0.3,139611.19,0.1,141102.07,1.4,103249.29,0.7,12442.07,1.4,3567.19,5.8,3930.74,8.2,11587.97,1.4,7506.91,2.5,7336.16,1.6,5291.14,4.4,4718.91,3.3,1988.17,6.8,2306.22,2.2,2076.86,7.4,129804.58,0.6
45  Sc  [ No Gas ] :  CPS RSD value = 9.66 is over the allowed maximum = 5.00113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6633.82 is over the calibration range,FALSE,056SMPL.d,12/09/21 03:37 PM,,Sample,,8-D3,,11081.46,9.7,,,629256.39,0.3,376.69,13.1,4829954.33,0.7,13934366.67,1.1,1387249.46,0.9,1277393.91,1.6,909534.71,0.6,115474.22,1,30988.65,0.5,33842.35,2.2,113352.48,0.5,74137.5,0.9,77547.14,0.3,53584.73,0.7,47804.66,0.9,17379.94,1.4,22843.24,0.6,14807.37,2,127183.97,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6692.53 is over the calibration range,FALSE,057SMPL.d,12/09/21 03:41 PM,,Sample,,9-D3,,9271.87,1.9,,,577810.25,0.1,380.02,5.3,4000711.08,0.3,12188238.67,0.1,1183704.96,0.3,1094600.19,1.7,786163.27,0.3,102689.09,0.4,26930.89,1.3,30991.68,1.8,101410.03,0.4,66542.07,0,70195.92,0.8,49474.29,0.6,44594.4,0.3,16285.14,1,21766.72,0.2,13967.76,1.7,127271.46,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6516.48 is over the calibration range,FALSE,058SMPL.d,12/09/21 03:46 PM,,Sample,,10-D3,,9768.51,9.8,,,560261.5,0.2,370.02,24.3,3684973.17,0.4,11247502.33,0.5,1120242.29,1.6,1040160.17,0.4,762840.38,0.4,97631.61,0.5,26166.01,0.8,29087.35,2.5,96833.78,0.2,63415.54,0.7,67942.41,0.2,47880.95,1.9,43348.88,0.1,16170.33,0.8,21327.96,0.5,14005.13,1.3,128197.32,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,059SMPL.d,12/09/21 03:51 PM,,Sample,,cal check 100,,2484815.92,1,,,5750642,0.5,16.67,34.6,7636545.83,0.1,7369706.33,1.3,9107715,0.4,2600612.67,1,1728760.04,1.4,1513449.92,0.9,4956534.83,0.4,5436218.25,0.7,1826885.75,0.6,10758229,0.4,2736153,1,10826655,0.8,3762371.67,0.2,11307333,0.5,2637753.92,0.9,11535299,0.7,125520.21,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,060SMPL.d,12/09/21 03:56 PM,,Sample,,blank,,5435.77,3.2,,,319.34,6.3,33.33,17.3,492.68,13.7,940.71,13.1,414.68,16.1,160.01,22.5,119.33,3.5,62,30.8,196,8.9,223.34,11.3,78,16.8,470.01,8.1,96.67,10.2,402.01,13.2,142,15.9,443.35,15,94,14.9,483.35,14.5,125577.43,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 5988.03 is over the calibration range,FALSE,061SMPL.d,12/09/21 04:01 PM,,Sample,,11-D3,,10355.33,1.3,,,624239.04,0.4,340.02,20.6,4943322.17,0.4,13981984.67,0.5,1404155.71,1.3,1290516.49,0.7,920433.71,0.6,116232.6,0.5,30029.02,1.3,33374.45,1.6,113188.46,0.2,73251.79,0.4,76722.37,0.6,52707.15,0.6,47663.44,0.8,17072.85,1.4,22703.65,0.8,14450.3,0.8,127876.52,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 5988.09 is over the calibration range,FALSE,062SMPL.d,12/09/21 04:06 PM,,Sample,,12-D3,,9606.75,3.7,,,575577.1,0.1,340.02,7.8,3991283.17,0.6,12197451.33,0.8,1179321.92,1.1,1080215.79,1.9,784543.48,0.2,101438.62,0.6,27174.09,1.4,29828.84,1.2,100299.51,0.7,65630.69,0.4,70877.65,0.4,49134.35,1.1,44035.21,1,16347.23,0.8,21716.63,0.8,14072.55,0.9,128034.05,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6164.20 is over the calibration range,FALSE,063SMPL.d,12/09/21 04:11 PM,,Sample,,13-D3,,9663.47,1.2,,,626183.6,0.3,350.02,15.9,4685588.33,1.2,13666719.33,0.5,1337319.96,0.9,1235360.01,2.1,879051.81,1,112650.76,0.1,30095.26,0.8,33531.66,1.6,110928.81,0.5,72424.33,0,76408.52,0.6,52993.03,0.6,47333.64,0.6,17234.4,0.3,22385.12,0.6,14572.44,1.9,128527.9,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2583.06 is over the calibration range,FALSE,064SMPL.d,12/09/21 04:16 PM,,Sample,,14-D3,,8667.43,4,,,66949.53,0.4,146.67,27.6,502310.99,0.3,770734.57,0.4,142049.33,0.5,143171.02,2.3,104673.4,0.1,12765.73,1.9,3550.52,3.2,3884.1,0.1,11895.59,4,7615.65,0.7,7407.53,2.6,5459.2,1.7,4862.96,3.5,1976.17,3.7,2401.58,4,2016.17,2.1,129298.31,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 5577.16 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 16.20 is over the allowed maximum = 5.00,FALSE,065SMPL.d,12/09/21 04:21 PM,,Sample,,15-D3,,9744.24,0.4,,,623592.04,2,316.69,21.5,4823331.5,1.8,13827245.33,0.8,1376935.79,1.5,1262037.82,0.7,895553.94,1.5,114278.54,2.1,29970.92,2,33347.73,2.5,112083.45,1.5,72618.21,1.7,75729.19,2,52631.63,2.1,47126.31,3.2,17035.45,0.5,22471.93,1.5,14615.15,1.6,143694.29,16.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,066SMPL.d,12/09/21 04:26 PM,,Sample,,1327t_1_10-30,,1806.14,4,,,126,5.7,23.33,65.5,3322350.5,1.5,332.01,4.3,51.33,19.2,30,33.3,27.33,11.2,6,100,1116577.54,0.2,1267674.2,1,66.67,1.7,6.67,75.5,6.67,17.3,8,25,12.67,39.7,301.34,4.7,971504.77,0.4,45.33,19.9,123886.37,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,067SMPL.d,12/09/21 04:31 PM,,Sample,,1327t_1_10-60,,1735.46,2.6,,,150,16.7,50,0,15569991,1.2,356.68,5.6,44,23.6,20,0,23.33,21.6,6.67,75.5,7121285.67,0.3,7845798.84,0.7,264,6.5,2.67,114.6,6,88.2,7.33,83.3,5.33,43.3,1866.15,3.2,5523651.17,1.4,264.01,8,123963.31,2.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,068SMPL.d,12/09/21 04:36 PM,,Sample,,1327t_1_50-10,,1692.79,4.6,,,168,4.8,20,50,1990254.29,1.9,249.33,6.1,49.33,4.7,16.67,91.7,18,44.4,5.33,43.3,708002.65,0.5,780380.25,0.4,35.33,21.4,10,20,7.33,15.7,6,0,10.67,43.3,198,4.6,356394.85,0.5,14.67,39.4,119945.95,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,069SMPL.d,12/09/21 04:41 PM,,Sample,,1327t_1_50-30,,1836.81,3.7,,,192.67,7.3,33.33,17.3,8336148.33,0.2,358.68,4.1,53.33,13.2,26.67,78.1,14.67,15.7,7.33,15.7,3795853.58,0.1,4192663.06,0.4,137.33,14.3,9.33,49.5,6,33.3,10.67,47.2,6,33.3,1008.71,3.6,2435873.08,0.6,98.67,10,120344.76,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,070SMPL.d,12/09/21 04:46 PM,,Sample,,1327t_2_10-30,,1700.78,2,,,187.33,10.7,30,66.7,2921846.75,1.7,203.33,9.1,121.33,1.9,33.33,34.6,34,23.5,18,11.1,994148.31,0.5,1092359.1,2,68,20.6,115.33,13,37.33,32.7,120.67,9.7,38,36.5,370.01,6.9,771435.56,0.1,160,10.7,123973.92,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,071SMPL.d,12/09/21 04:51 PM,,Sample,,cal check 10 #2,,232319.88,0.9,,,572641.75,0.5,23.33,24.7,768638.75,0.2,735098.67,0.3,910356.5,0.2,251031.25,0.8,166521.04,0.3,144699.05,0.5,488899.18,0.2,540346.88,0.3,175483.64,0.3,1076061.25,0.5,265237.74,0.2,1075457,0.3,366361.99,0.2,1127130.37,0.6,252965.46,0.4,1158876.12,0.8,126236.29,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,072SMPL.d,12/09/21 04:56 PM,,Sample,,blank,,4109.97,2.8,,,68.67,29.8,30,120.2,88,4.5,115.33,25.3,56.67,14.3,23.33,65.5,15.33,32.8,10,52.9,34,15.6,40,66.1,5.33,21.7,43.33,5.3,11.33,53.9,43.33,14.8,20,43.6,49.33,29.9,13.33,34.6,32.67,9.4,125551.07,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,073SMPL.d,12/09/21 05:01 PM,,Sample,,1327t_2_10-60,,2070.84,1.9,,,193.33,8,26.67,57.3,15878419.33,0.8,271.34,3,46,26.1,30,33.3,16.67,30.2,4.67,65.5,7131645.33,0.4,7822014.47,1.5,268.01,2.7,10,52.9,6.67,34.6,21.33,35.5,15.33,19.9,2004.17,3,5220519,0.9,242,12.5,123688.42,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,074SMPL.d,12/09/21 05:06 PM,,Sample,,1327t_2_50-10,,1952.15,2.9,,,140.67,9.7,40,90.1,2273811.25,1.1,203.33,14.6,39.33,31.1,20,50,20.67,14.8,4,86.6,815585.6,0.1,898882.95,0.2,43.33,11.6,6,33.3,5.33,43.3,11.33,44.4,7.33,41.7,238.67,6.1,416407.17,0.2,20,20,119773.71,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,075SMPL.d,12/09/21 05:11 PM,,Sample,,1327t_2_50-30,,1810.8,0.4,,,189.33,14.3,6.67,173.2,9669596.67,0.2,324.01,0.6,34.67,37.5,16.67,69.3,14,0,2.67,86.6,4559387.33,0.8,5022328.16,0.1,178,4.9,8.67,70.5,8,50,8.67,48,7.33,56.8,1293.41,5.5,2860768.5,0.5,129.33,10.5,119834.39,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,076SMPL.d,12/09/21 05:16 PM,,Sample,,1327t_3_10-30,,1822.14,2.5,,,130.67,13.8,33.33,62.4,2900207.17,1.3,124.67,5.2,33.33,9.2,16.67,34.6,12,44.1,3.33,124.9,965263.65,0.5,1067331.86,0.6,56.67,12.4,6,115.5,4.67,65.5,10.67,43.3,2.67,114.6,265.34,4.6,750062.92,0.4,31.33,53.1,123176.53,1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,077SMPL.d,12/09/21 05:21 PM,,Sample,,1327t_3_10-60,,1713.46,2.2,,,212,6.8,56.67,10.2,15105787,0.4,297.34,7.5,41.33,19.6,30,33.3,15.33,45.8,6,33.3,6663334.17,0.9,7344822.39,1.5,287.34,6.3,3.33,34.6,8,66.1,11.33,56.7,9.33,12.4,1888.82,3.4,5001910.33,0.4,204.67,13.3,123324.68,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,078SMPL.d,12/09/21 05:26 PM,,Sample,,1327t_3_50-10,,1739.46,2.3,,,160.67,5.2,33.33,45.8,2470051.83,0.6,211.33,6.8,30.67,15.1,13.33,43.3,13.33,22.9,4.67,65.5,899363.29,0.8,998081.42,0.6,41.33,7.4,3.33,69.3,5.33,94.4,9.33,24.7,6,57.7,250.67,10.4,467765.95,0.2,23.33,13.1,119922.09,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,079SMPL.d,12/09/21 05:31 PM,,Sample,,1327t_3_50-30,,1848.14,4.1,,,132.67,7,40,25,9979167.67,0.2,357.34,5.8,30,17.6,23.33,24.7,13.33,17.3,9.33,32.7,4887865,0.9,5368662.63,0.3,185.33,22.8,2,100,9.33,81.1,8.67,13.3,10.67,10.8,1297.41,4.6,3050241.83,0.7,127.33,8.7,120042.84,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,080SMPL.d,12/09/21 05:37 PM,,Sample,,3385t_1_10-30,,1674.11,3.3,,,138,15.7,20,86.6,3613516.5,0.3,142,14.7,35.33,27.9,10,100,10.67,10.8,2,100,1302273.79,1.7,1434639.25,0.4,73.33,28.4,1.33,86.6,8,43.3,4,100,4,0,380.68,9.3,1004880.44,0.1,40,13.2,123620.71,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,081SMPL.d,12/09/21 05:42 PM,,Sample,,3385t_1_10-60,,1629.44,2.8,,,221.33,2.9,33.33,69.3,16087315,1.3,264.67,11.4,35.33,3.3,23.33,24.7,23.33,30.1,6.67,75.5,7687015.83,1.1,8446364.04,0.9,298.01,1.8,4,50,10.67,47.2,12,28.9,10,52.9,2181.54,0.5,5697281.5,0.5,244,7.8,123769.75,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,082SMPL.d,12/09/21 05:47 PM,,Sample,,3385t_1_50-10,,1762.79,4.3,,,178,9.2,26.67,57.3,2572915.17,0.6,212,7.5,36.67,25.8,30,57.7,16,66.1,3.33,91.7,921036.39,0.7,1015393.68,1.3,44,20.8,5.33,21.7,8.67,13.3,7.33,68.6,8,43.3,258.67,7.6,458199.3,0.4,14,28.6,119627.65,1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,083SMPL.d,12/09/21 05:52 PM,,Sample,,cal check 25 #2,,599907.69,1,,,1489773.67,0.6,20,86.6,1974102.79,1.7,1894148.58,1.2,2329951.83,0.9,634128.36,0.7,418932.18,0.3,364914.55,0.3,1259506.08,0.4,1406046.49,1.4,439093.52,0.6,2758959.33,1.1,667997.44,0.4,2747687.58,0.8,920350.15,0.4,2901199,1.2,637347.63,0.7,2978459.17,1.4,125755.16,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,084SMPL.d,12/09/21 05:57 PM,,Sample,,blank,,5187.68,2.6,,,74.67,10.1,26.67,78.1,128,31.1,123.33,14,68,8.8,13.33,114.6,14.67,7.9,13.33,31.2,44,16.4,70,37.8,10,69.3,82,17.1,28.67,33,71.33,18.7,22,15.7,90.67,12.9,33.33,19.3,78,22.8,127136.76,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,085SMPL.d,12/09/21 06:02 PM,,Sample,,3385t_1_50-30,,2350.89,1.1,,,155.33,2.7,33.33,45.8,10557857,1,339.34,2.5,60.67,25,33.33,45.8,18,22.2,14,14.3,5263575.17,1.3,5774436.16,0.3,184,1.1,25.33,37.3,11.33,56.7,27.33,18.4,7.33,31.5,1526.1,2.9,3241821.08,1.7,146,16.6,121497.15,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,086SMPL.d,12/09/21 06:07 PM,,Sample,,3385t_2_10-30,,1953.49,1.8,,,160,12.5,50,20,3448248,1.1,139.33,17.4,48.67,17.1,30,57.7,27.33,42.9,10,40,1239258.29,0.3,1362903.78,0.6,76,33,42,9.5,19.33,6,35.33,11.8,16.67,45.4,357.34,8.1,923431.21,0.1,78.67,14,123924.78,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,087SMPL.d,12/09/21 06:12 PM,,Sample,,3385t_2_10-60,,1772.8,6.2,,,176.67,5.1,36.67,15.7,16015118.67,0.7,292.67,7,40.67,19.9,10,100,10,40,6,57.7,7500810.83,0.8,8313088.21,1,284.68,2.7,6.67,17.3,8.67,35.3,12,60.1,8,66.1,2090.19,1.6,5490087.17,1.1,226,8.1,123537.08,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,088SMPL.d,12/09/21 06:17 PM,,Sample,,3385t_2_50-10,,1779.46,5,,,94.67,13.7,40,66.1,2630845.08,0.8,185.33,4.5,26.67,22.9,23.33,107.9,14.67,75.1,1.33,173.2,966155.46,0.5,1065235.51,0.2,58,11.9,2.67,86.6,6,33.3,2,173.2,6,33.3,292.01,9.7,490864.96,0.2,17.33,6.7,119928.92,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,089SMPL.d,12/09/21 06:22 PM,,Sample,,3385t_2_50-30,,1842.14,5.3,,,117.33,9.4,26.67,21.7,10315225,0.6,302.01,19,24,50.7,20,86.6,12.67,32.9,3.33,91.7,5160384.17,0.9,5672616.17,0.5,178,10,8.67,13.3,2,100,10.67,47.2,9.33,44.6,1488.77,1,3175589.08,0.4,132,11.4,120646.91,1.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,090SMPL.d,12/09/21 06:27 PM,,Sample,,3385t_3_10-30,,1717.45,3.7,,,158,2.5,33.33,17.3,3384082.33,0.3,114,7,33.33,43.4,23.33,107.9,21.33,39,4,50,1215983.37,0.3,1358286.02,0.4,62,14.1,12,57.7,7.33,56.8,9.33,32.7,12,60.1,332.68,7.3,895081.62,0.7,39.33,29.8,125513.04,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,091SMPL.d,12/09/21 06:32 PM,,Sample,,3385t_3_10-60,,1662.12,5.5,,,222.67,2.7,46.67,61.9,15974622.33,0.9,272,0.7,37.33,11.2,23.33,89.2,21.33,27.1,2.67,173.2,7423042.17,0.7,8201393,0.4,285.34,13.2,7.33,15.7,11.33,10.2,8,43.3,9.33,32.7,2137.53,5.8,5321296.83,0,247.34,7.5,124756.56,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,092SMPL.d,12/09/21 06:37 PM,,Sample,,3385t_3_50-10,,1771.46,5.5,,,172,7,46.67,44.6,2606283.75,1.3,198.67,10.1,28,12.4,30,0,20,26.5,4,50,957281.92,0.3,1058689.51,0.2,58.67,15.7,6.67,121.2,9.33,44.6,6,57.7,6,0,286.68,4.7,477426.79,0.5,26.67,31.2,119514.63,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,093SMPL.d,12/09/21 06:42 PM,,Sample,,3385t_3_50-30,,1754.79,1.2,,,206.67,8.5,36.67,41.7,10590547.33,1.8,378.01,3.5,32,27.2,10,100,13.33,52.7,4,50,5377098.5,0.7,5913833.66,0.6,205.33,6.6,8,43.3,8.67,26.6,10,20,9.33,12.4,1575.44,3,3310901.08,1.4,149.33,8.7,119838.88,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,094SMPL.d,12/09/21 06:47 PM,,Sample,,4114t_1_10-30,,1660.78,2.3,,,112.67,10.4,16.67,91.7,4934997.33,1,128.67,26.1,24.67,32.8,6.67,86.6,14,24.7,6,66.7,1823216.67,0.8,2015062,0.5,92,3.8,3.33,69.3,5.33,78.1,4,0,6,88.2,508.68,4,1480840.13,1.1,64,11.3,123555.47,0.1
