Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.89 is over the calibration range,FALSE,043SMPL.d,12/21/2021 16:34,,Sample,,10-60_1_d7,,2377.56,2.2,,,204.67,7.8,56.67,20.4,5357087.83,0.5,292.68,3.1,140,21,56.67,36.7,40.67,24.3,25.33,12.1,1526317.79,1.2,1708014.19,0.9,120.67,21.9,146,20.3,36.67,11.4,127.33,14.9,39.33,35.7,634.69,4.9,1184608.41,3.5,196.67,11.3,168298.2,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,044SMPL.d,12/21/2021 16:39,,Sample,,10-60_1_d8,,2269.54,1.3,,,166.67,13.3,26.67,21.7,2439456.75,1.1,186,14.8,109.33,34.2,40,66.1,27.33,8.4,16.67,34.6,673737.9,0.3,751056.42,1,72,22.7,88,76.8,28.67,52.8,76.67,47.1,33.33,59.2,344.68,9,530069.38,0.3,108.67,57.2,166676.45,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,045SMPL.d,12/21/2021 16:44,,Sample,,50-10_1_d1,,2521.19,12.5,,,178.67,16.2,46.67,32.7,4463603.83,0.8,320.68,14.1,142,35.9,33.33,62.4,22.67,50.9,20.67,34,2634800.17,1.6,2929879.02,0.3,108.67,22,89.33,43.7,33.33,12.5,80.67,40.9,30.67,32.2,1000.05,2.4,1632176.25,1.7,165.33,24.6,160573.45,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,046SMPL.d,12/21/2021 16:49,,Sample,,50-10_1_d2,,2329.55,1,,,158.67,11.4,50,20,3705308.25,0.5,339.34,13.8,121.33,39.2,46.67,12.4,26,13.3,12.67,32.9,1809397.46,1.1,2026885.85,0.4,88.67,16.9,98.67,51.3,27.33,36.8,87.33,37.8,31.33,52,672.69,2.2,1029565.65,0.4,138.67,7.1,160574.74,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,047SMPL.d,12/21/2021 16:54,,Sample,,50-10_1_d3,,2411.56,1.9,,,167.33,11.6,30,100,2749168.75,0.4,290.01,7.5,102.67,24.7,33.33,45.8,35.33,26.7,14,14.3,1055938.42,0.3,1211354.9,0.6,68.67,17.8,76,41.4,30,43.7,72,24.7,30.67,13.6,424.01,13.7,603189.79,0.2,116,30.3,160357.17,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.89 is over the calibration range,FALSE,048SMPL.d,12/21/2021 16:59,,Sample,,50-10_1_d4,,2350.89,1.2,,,164.67,17,56.67,27,1982783,0.9,217.33,2.3,96,50.9,40,109,22.67,20.4,14.67,55.1,676104.98,0.5,751736.61,0.8,39.33,14.7,58,63.3,21.33,54.1,58,34,32.67,46,287.34,10.6,380233.58,0.3,75.33,61.1,159812.65,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,049SMPL.d,12/21/2021 17:04,,Sample,,50-10_1_d5,,2418.23,1.8,,,139.33,25.7,26.67,21.7,801482.1,0.3,164.67,12.2,50.67,2.3,10,100,17.33,29,6.67,17.3,338369.05,0.1,380505.03,0.7,23.33,30.1,8.67,35.3,7.33,15.7,10,20,8,90.1,134,7.9,179179.3,0.5,20,55.7,160626.87,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,050SMPL.d,12/21/2021 17:09,,Sample,,50-10_1_d6,,2304.87,2,,,130.67,6.4,36.67,56.8,582393.75,0.4,139.33,20.4,50,22.3,6.67,173.2,20.67,29.6,2.67,43.3,329268.87,0.4,366034.41,0.6,9.33,32.7,2.67,86.6,6.67,17.3,8.67,48,10.67,28.6,124,3.2,165467.92,0.6,14.67,83.3,161779.57,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,051SMPL.d,12/21/2021 17:14,,Sample,,cal check 50,,1748977.04,0.3,,,3553495.17,0.4,50,52.9,4585666.33,0.6,4407943.67,0.9,5407760.67,0.2,1510767.74,1.3,984028.63,0.3,857065.08,0.7,2906213.75,2.5,3256228.08,1.9,1024026.56,1,6246515.83,0.7,1608787.58,1,6281509.33,1.2,2188641.42,1.8,6496105.5,0.1,1503481.04,1.8,6599963.83,1.5,168000.71,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,052SMPL.d,12/21/2021 17:19,,Sample,,blank,,6905.1,2.9,,,100.67,5.7,30,0,120,3.3,144,4.2,98,14.3,30,57.7,20,10,18,48.4,70,12.5,53.33,28.6,18.67,16.4,112.67,5.7,22.67,28.4,109.33,6.9,44.67,2.6,115.33,6.1,38,22.9,112.67,21.5,168477.63,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,053SMPL.d,12/21/2021 17:24,,Sample,,50-10_1_d7,,3205.06,2.1,,,124.67,12.1,40,50,680477.19,0.3,156,15.5,56.67,10.8,23.33,99,14.67,20.8,4.67,65.5,392241.53,0.5,437338.22,0.5,10,52.9,8,43.3,13.33,8.7,12.67,9.1,6.67,34.6,139.33,10.4,185198.06,0.6,24.67,9.4,160352.69,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,054SMPL.d,12/21/2021 17:29,,Sample,,50-10_1_d8,,2771.63,1.7,,,128,18.8,46.67,12.4,764064.27,0.8,176,12.7,58,3.4,16.67,69.3,20,10,7.33,31.5,437298.74,0.2,487062.49,0.1,19.33,6,11.33,40.8,9.33,68.9,16.67,27.7,10.67,28.6,152,10.3,196763.14,0.5,29.33,10.4,161167.49,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,055SMPL.d,12/21/2021 17:34,,Sample,,50-30_1_d1,,2588.26,2.6,,,210,2.9,16.67,91.7,14734050.33,0.3,476.68,6.9,53.33,15.6,30,57.7,17.33,26.6,8.67,13.3,9526210.33,1,10464290.26,0.7,268.67,4.7,10,34.6,11.33,36.7,18.67,32.7,8.67,35.3,3277.79,1.8,5783967.83,1.2,247.34,11,161838.93,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1078.88 is over the calibration range,FALSE,056SMPL.d,12/21/2021 17:39,,Sample,,50-30_1_d2,,2394.89,3,,,270.67,10.9,60,44.1,13902968,0.5,470.68,3.7,80,10.9,43.33,93.3,22.67,13.5,6.67,75.5,8345871.83,0.9,9381668.82,0.6,281.34,2.3,11.33,83.4,12.67,32.9,29.33,14.2,15.33,64.3,2990.37,1.7,5115546,1.2,226.67,4.9,160873.32,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.89 is over the calibration range,FALSE,057SMPL.d,12/21/2021 17:44,,Sample,,50-30_1_d3,,2370.89,1.6,,,165.33,24.8,56.67,27,12806680,0.6,394.01,9.6,63.33,14.2,16.67,91.7,17.33,13.3,5.33,78.1,6939479.5,0.8,7712441.76,1.2,254.67,9.1,4.67,107.9,8.67,35.3,11.33,50.9,7.33,41.7,2450.92,5,4279559.17,1,195.33,3.9,160308.09,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,058SMPL.d,12/21/2021 17:49,,Sample,,50-30_1_d4,,2318.21,3.3,,,162,18.7,46.67,44.6,11685342.33,0.6,431.34,4,55.33,14.6,40,43.3,22,15.7,3.33,69.3,5980353.5,0.7,6634946.15,1.3,229.33,3.5,12.67,39.7,8,109,8,25,13.33,22.9,2129.53,2.5,3678129.75,0.7,162.67,7.4,160717.41,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,059SMPL.d,12/21/2021 17:54,,Sample,,50-30_1_d5,,2351.55,2,,,158.67,6.9,46.67,49.5,9249777,0.3,430.68,3.8,50.67,11.4,23.33,49.5,20,26.5,4,86.6,4000705.25,0.6,4445539.73,0.5,174.67,5.9,8,66.1,6,33.3,10.67,71,14,42.9,1385.42,3.9,2376942.33,1.1,122,22.1,160707.85,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1318.56 is over the calibration range,FALSE,060SMPL.d,12/21/2021 18:00,,Sample,,50-30_1_d6,,2393.56,3.4,,,145.33,1.6,73.33,7.9,6774636.17,0.7,338.01,5.9,58.67,46.5,30,33.3,20,30,2.67,43.3,2486956.75,0.3,2751414.02,0.7,130,8.6,9.33,101.3,9.33,44.6,11.33,53.9,14.67,41.7,876.04,4.5,1442476.42,0.9,66,18.9,160820.28,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1078.82 is over the calibration range,FALSE,061SMPL.d,12/21/2021 18:05,,Sample,,50-30_1_d7,,2379.56,4.6,,,166.67,9.2,60,0,4601718.17,0.8,269.34,3.8,63.33,21,33.33,45.8,17.33,17.6,6,66.7,1570603.46,0.5,1726580.23,1.2,87.33,27.3,8,86.6,10.67,65.8,8,25,15.33,58.8,513.35,3.7,850116.85,0.3,39.33,33.9,160291.5,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,062SMPL.d,12/21/2021 18:10,,Sample,,50-30_1_d8,,2246.87,2.6,,,130,4.6,43.33,13.3,3014258.17,0.6,199.33,8.7,42.67,30.1,16.67,91.7,14.67,51.6,4,50,1002242.23,0.4,1129373.84,1.7,80,15,4,100,11.33,10.2,10.67,71,7.33,41.7,351.34,8.5,559976.94,0.2,29.33,32.2,159301.66,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,063SMPL.d,12/21/2021 18:15,,Sample,,cal check 100,,3369100.67,1.1,,,6940250.33,1.1,30,88.2,8892183.67,0.4,8626149,0.3,10539122.33,0.9,2986749.75,0.7,1986801.25,1.8,1747816.42,0.8,5635887,0.7,6254375.33,1,2070292.33,0.4,12252338,0.6,3133019.67,0.6,12268916.67,0.6,4215649.17,0.3,12907895,0.3,2945942.25,0.2,13010846.33,0.4,165737.7,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,064SMPL.d,12/21/2021 18:19,,Sample,,blank,,8028.4,1.6,,,116,13.7,36.67,15.7,186,1.1,163.33,1.9,155.33,14.8,50,34.6,37.33,12.4,24.67,9.4,93.33,15.8,130.01,20.4,26,13.3,152.67,10.7,40,21.8,150,9.6,46.67,37,172.67,10.1,40,13.2,178.67,9.8,165479.94,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,065SMPL.d,12/21/2021 18:24,,Sample,,10-30_2_d1,,2967.01,0.9,,,212.67,3.3,40,66.1,13707658.33,0.9,357.34,2.9,74,7.2,20,86.6,19.33,36.3,9.33,24.7,8417764.67,0.5,9460700.27,0.3,281.34,11.9,24,22,12.67,39.7,30.67,3.8,16,33.1,2937.71,1.5,5355984.67,0.3,276.01,6.6,163020.19,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,066SMPL.d,12/21/2021 18:29,,Sample,,10-30_2_d2,,2486.25,2.4,,,193.33,2.6,36.67,78.7,12050713.33,0.5,332.68,1.8,64,9.4,20,50,24.67,26.1,9.33,44.6,6613313.67,0.3,7447883.22,0.6,252,13,24.67,26.1,8.67,48,24.67,49.5,15.33,49.4,2413.58,1.6,4439635.67,0.4,210.67,8.5,164182.73,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,067SMPL.d,12/21/2021 18:34,,Sample,,10-30_2_d3,,2380.89,4.3,,,172.67,10.5,50,34.6,9898002.67,0.6,276.01,4.5,53.33,25,23.33,24.7,19.33,15.8,6.67,17.3,4758956,0.4,5258716.17,0.9,196,4.1,18.67,30.9,12.67,32.9,18.67,32.7,14,42.9,1708.79,1.4,3360636.67,0.7,166.67,10.9,163724.25,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,068SMPL.d,12/21/2021 18:39,,Sample,,10-30_2_d4,,2232.87,4.2,,,166,14.6,46.67,53.9,8056652,1,269.34,15.2,58.67,3.9,23.33,99,21.33,35.5,8,66.1,3431073.42,0.6,3785400.99,0.8,142,15.7,6,0,10.67,54.1,11.33,27,14,14.3,1208.73,5.7,2516559.75,0.3,111.33,7.3,163700.86,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1138.76 is over the calibration range,FALSE,069SMPL.d,12/21/2021 18:44,,Sample,,10-30_2_d5,,2164.19,2.8,,,156,11.2,63.33,39.7,4687640.5,0.1,208.67,11.6,50,40,30,57.7,21.33,19.5,4.67,49.5,1548988.42,1.2,1705278.93,0.8,78.67,10.6,8.67,35.3,3.33,173.2,15.33,7.5,9.33,32.7,511.35,3.8,1127119.5,0.3,62.67,8,162434.49,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.89 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 14.50 is over the allowed maximum = 5.00,FALSE,070SMPL.d,12/21/2021 18:50,,Sample,,10-30_2_d6,,2117.51,6.4,,,135.33,12.6,56.67,20.4,2714246.92,2.8,148,12.9,42.67,27.5,13.33,114.6,23.33,21.6,2.67,114.6,786941.23,2.1,875646.5,1.8,59.33,7,2,173.2,13.33,8.7,10.67,28.6,8.67,35.3,280.01,7.3,564472.02,2,36,38.5,177701.51,14.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,071SMPL.d,12/21/2021 18:55,,Sample,,10-30_2_d7,,2149.52,2,,,144,13.2,33.33,45.8,1457627.67,1.1,132,5.5,54.67,33.8,46.67,24.7,20.67,31.1,2,100,453875.85,0.5,504268.14,0.7,33.33,13.9,7.33,15.7,10.67,54.1,8,43.3,10,34.6,172.67,13.7,303484.46,0.5,32.67,19.7,164032.74,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,072SMPL.d,12/21/2021 19:00,,Sample,,10-30_2_d8,,2174.19,7,,,129.33,11.4,43.33,48,1110859.88,1.5,150,25.8,56.67,7.3,20,86.6,19.33,11.9,4,50,401956.18,0.5,447844.5,0.2,29.33,25.8,6,66.7,10,0,4.67,65.5,6,0,143.33,7.7,258428.77,0.2,19.33,83.6,163564.28,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,073SMPL.d,12/21/2021 19:05,,Sample,,10-60_2_d1,,2061.5,2.1,,,218,8,43.33,66.6,30725230.67,0.6,526.68,3.5,46,7.5,36.67,63,20,52.9,8,86.6,20331182,0.5,22468755.5,0.5,611.35,4.6,11.33,10.2,8.67,74.2,20,17.3,15.33,64.3,6957.95,1.1,12405656.67,0.8,554.02,7.1,163799.38,1.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,074SMPL.d,12/21/2021 19:10,,Sample,,10-60_2_d2,,2070.84,1.4,,,242,8.7,46.67,61.9,26534679.33,0.6,509.35,6.6,57.33,14.1,10,100,21.33,39,6.67,34.6,15849026.67,0.1,17447651.41,0.4,487.35,4.9,15.33,15.1,12,50,18.67,50.6,14.67,7.9,5399.18,1.8,10170605,0.5,515.34,5.7,163583.94,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,075SMPL.d,12/21/2021 19:14,,Sample,,cal check 10 #2,,306774,1.3,,,690150.63,0.4,40,66.1,893979.54,0.4,863132.94,0.3,1055395.46,0.2,291415.81,0.5,193217.83,0.4,167566.72,0.5,562847.77,0.5,627806.9,0.5,201530.27,0.9,1270089.46,0.7,305575.1,0.3,1263756.42,1.1,416680.24,0.5,1334834,0.9,287426.59,0.1,1357487.41,2.7,164721.1,1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,076SMPL.d,12/21/2021 19:19,,Sample,,blank,,5671.87,2.9,,,54.67,11.2,40,43.3,117.33,8.6,109.33,16.5,36,40.1,10,100,16.67,25,10,34.6,76,16,46.67,65.5,12.67,39.7,40.67,28,9.33,53.9,50.67,12.1,23.33,9.9,57.33,10.1,36.67,3.1,69.33,13.6,162842.4,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,077SMPL.d,12/21/2021 19:25,,Sample,,10-60_2_d3,,2523.58,3.3,,,217.33,7.8,46.67,49.5,23818735.33,0.2,497.34,3.9,56,14.3,43.33,74.2,12,44.1,4,86.6,13324425,0.2,14895927.7,0.7,468.68,1.9,11.33,44.4,10.67,28.6,17.33,6.7,11.33,50.9,4692.24,5,8888292.33,0.4,414.68,4.6,162651,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,078SMPL.d,12/21/2021 19:30,,Sample,,10-60_2_d4,,2247.54,2.3,,,208,18.3,40,43.3,22000183.33,0.5,494.68,2,64,13.6,23.33,137.8,22.67,22.2,10.67,75.8,11302036.67,0.4,12605774.39,0.4,442.01,3.5,8.67,35.3,7.33,56.8,10.67,75.8,9.33,81.1,4108.7,1.6,7829706.17,0.4,390.01,4.9,162654.91,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,079SMPL.d,12/21/2021 19:35,,Sample,,10-60_2_d5,,2174.19,2.9,,,212.67,8.4,46.67,12.4,16954790,0.4,422.01,5.8,62,11.6,20,50,24,8.3,7.33,15.7,7418212.83,0.7,8226199.04,0.5,324.01,12.8,8.67,81,8,25,14.67,28.4,13.33,62.4,2580.95,1.5,5467162.83,1,244,5.7,162027.7,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1078.88 is over the calibration range,FALSE,080SMPL.d,12/21/2021 19:40,,Sample,,10-60_2_d6,,2184.19,6.1,,,164.67,10.6,60,33.3,12955960.33,0.2,385.34,12.3,66,8,36.67,68.6,17.33,26.6,7.33,31.5,4841073.33,1,5330601.8,0.4,248,4.5,6.67,86.6,8,66.1,19.33,26,12.67,32.9,1664.12,1,3780789.92,0.1,169.33,15,161843.06,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1498.37 is over the calibration range,FALSE,081SMPL.d,12/21/2021 19:45,,Sample,,10-60_2_d7,,2100.84,3.7,,,173.33,5.9,83.33,18.3,8661232.67,1,289.34,3.8,58.67,7.1,36.67,83.3,20,26.5,4.67,49.5,2826200.17,0.3,3123253.08,0.5,198,9.1,8,66.1,12,33.3,11.33,53.9,15.33,19.9,983.38,6.5,2217166.42,0.4,98,12.7,162154.92,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,082SMPL.d,12/21/2021 19:50,,Sample,,10-60_2_d8,,2011.5,2.7,,,149.33,14.8,40,25,6584243.67,0.7,228,8,48.67,20.3,26.67,21.7,17.33,40.5,2.67,43.3,2046766.17,0.8,2292223.61,1.4,144,13.2,12,60.1,8.67,35.3,10.67,21.7,12,28.9,648.69,2.9,1610489.63,1,72.67,18.7,162545.6,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.89 is over the calibration range,FALSE,083SMPL.d,12/21/2021 19:55,,Sample,,50-10_2_d1,,2267.54,2.1,,,146.67,6.9,56.67,36.7,4318037.83,0.1,278.01,3.7,50.67,19.9,20,50,8.67,26.6,4,0,2578604.58,1,2866997.88,1.2,75.33,7.7,7.33,56.8,4.67,24.7,3.33,34.6,9.33,32.7,908.71,3.9,1580022.46,0.6,74,10.8,158380.51,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,084SMPL.d,12/21/2021 20:00,,Sample,,50-10_2_d2,,2184.86,5.7,,,140,22.7,36.67,41.7,4180658.83,1,298.68,1.4,36,11.1,23.33,24.7,16.67,18.3,5.33,21.7,2264994.42,0.3,2518243.19,1.2,77.33,16.4,3.33,34.6,13.33,31.2,8.67,13.3,9.33,12.4,757.36,1.8,1309755.92,1.6,56,12.4,156887.27,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,085SMPL.d,12/21/2021 20:05,,Sample,,50-10_2_d3,,2228.2,5.4,,,91.33,9.1,46.67,49.5,3696305.33,1.8,266.01,11.8,39.33,29.4,30,88.2,18.67,48.3,2.67,86.6,1708763.5,0.8,1882479.92,0.2,79.33,17.7,8,25,4,86.6,8.67,48,5.33,43.3,591.35,1.7,913905.58,0.2,40.67,11.4,156477.33,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,086SMPL.d,12/21/2021 20:10,,Sample,,50-10_2_d4,,2196.86,2.3,,,113.33,10.3,33.33,45.8,3124247.25,0.4,250.67,15.2,40.67,12.4,20,50,7.33,41.7,2.67,114.6,1205017.96,1.7,1340724.72,0.1,66,21.9,9.33,101.3,7.33,15.7,9.33,86.6,7.33,78.7,426.01,11.4,605857.54,0.1,28,25.8,157942.84,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,087SMPL.d,12/21/2021 20:15,,Sample,,cal check 25 #2,,785401.38,0.6,,,1732471.91,0.4,43.33,35.3,2273582,1.3,2195306.92,0.6,2663224.58,0.5,717299.65,0.4,475218.29,0.4,413564.45,0.2,1430098,0.7,1587778,1.2,496505.83,0.7,3116643.42,0.6,751291.77,0.3,3092027.33,0.6,1025353.56,0.6,3252236.83,2,706113.96,0.4,3290393.25,0.8,163676.69,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,088SMPL.d,12/21/2021 20:20,,Sample,,blank,,6332.17,1.1,,,64,9.4,43.33,58.1,101.33,10.9,120.67,11.6,65.33,10.8,26.67,94.4,12,0,14,24.7,53.33,2.2,63.33,39.7,15.33,39.8,82.67,15.6,22.67,27,74.67,22.8,25.33,22.8,76.67,15.3,35.33,16.3,79.33,7.7,162428.19,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,089SMPL.d,12/21/2021 20:25,,Sample,,50-10_2_d5,,2648.94,1.2,,,94.67,13.6,43.33,13.3,2117289.83,0.6,172.67,7.5,32.67,30.2,20,86.6,14.67,31.5,8,25,627629.16,0.4,700935.4,0.2,36,16.7,5.33,43.3,6.67,17.3,7.33,15.7,5.33,57.3,257.34,11.1,292254.72,0.4,24.67,24.8,156074.56,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,090SMPL.d,12/21/2021 20:30,,Sample,,50-10_2_d6,,2468.24,2.3,,,86,24.6,33.33,62.4,1383504.25,1.2,164.67,3.9,37.33,6.2,10,100,9.33,53.9,2.67,86.6,375093.17,0.2,419238.1,0.4,26.67,24.1,9.33,65.5,8.67,35.3,7.33,41.7,7.33,56.8,152.67,7.2,164856.3,1,12,33.3,155031.45,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,091SMPL.d,12/21/2021 20:35,,Sample,,50-10_2_d7,,2380.89,2.5,,,108,16.1,33.33,45.8,722029.54,0.4,124.67,23.4,47.33,28.1,16.67,124.9,11.33,20.4,0,N/A,235343.81,0.6,263270.09,0.6,21.33,14.3,4,0,6.67,75.5,10,20,8.67,81,96.67,3.2,111331.04,0.5,16,12.5,155858.06,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,092SMPL.d,12/21/2021 20:40,,Sample,,50-10_2_d8,,2290.22,1.2,,,104,22.2,40,43.3,427366.07,0.3,138.67,3,80,9,16.67,91.7,21.33,5.4,6,88.2,185193.2,0.6,206667.01,0.3,20.67,5.6,46.67,30.1,14.67,28.4,41.33,36.3,14.67,56.8,109.33,15.3,96744.82,0.5,54.67,37.4,155849.43,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,093SMPL.d,12/21/2021 20:45,,Sample,,50-30_2_d1,,2194.86,1.7,,,137.33,14.7,46.67,32.7,14216342,0.4,398.01,4.6,33.33,24.2,16.67,69.3,16.67,13.9,9.33,32.7,9128523.33,0.4,10126849.22,0.5,256,10.9,7.33,68.6,7.33,68.6,6.67,45.8,7.33,41.7,3227.76,5.1,5626996.5,0.5,270.01,3.4,156437.21,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1198.69 is over the calibration range,FALSE,094SMPL.d,12/21/2021 20:51,,Sample,,50-30_2_d2,,2246.2,1.9,,,137.33,9.5,66.67,52.7,13493569.67,0.3,393.34,4.6,44,19.8,23.33,89.2,12.67,63.8,7.33,31.5,8112608,1.1,8944271.74,0.3,252,10.7,6,57.7,6.67,45.8,10.67,21.7,8.67,48,2863.01,1.9,4979409.67,0.7,237.33,9.6,156930.36,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,095SMPL.d,12/21/2021 20:56,,Sample,,50-30_2_d3,,2202.86,3.7,,,181.33,6.1,40,66.1,12260488,1,473.34,4.5,99.33,3.1,40,43.3,22.67,28.4,12.67,59.8,6521671.17,0.6,7207594.47,0.8,256.67,8.4,77.33,8.3,24,16.7,78,15.6,32,22.5,2424.25,2.1,4090800.25,2,269.34,5.6,157876.34,0.5
