Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,055SMPL.d,,12/4/2021 23:28,Sample,,3385_1_10-30,,0.071,2.8,,,0.005,6.2,601.669,58.1,72.958,0.9,0.004,7.9,0.002,14.4,0.002,33.3,0.002,29.8,0.002,22.4,47.175,0.6,47.549,1.6,0.009,16.7,0.002,34.1,0.002,19.9,0.002,27.1,0.378,0,0.009,1.9,67.804,0.8,0.002,11.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,056SMPL.d,,12/4/2021 23:33,Sample,,3385_1_10-60,,0.072,3.8,,,0.004,15.1,833.08,60.1,223.534,0.2,0.007,12.8,0.002,36.4,0.002,27,0.002,35.7,0.002,36.7,182.608,0.7,180.395,0.3,0.021,8.7,0.002,25.6,0.002,60.4,0.002,30.6,0.377,0.1,0.032,2.5,246.243,0.7,0.004,14.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,057SMPL.d,,12/4/2021 23:38,Sample,,3385_1_50-10,,0.071,1.4,,,0.002,10.4,740.516,39,25.802,0.1,0.003,8.7,0,20.3,0.001,34.6,0.001,16.7,0,0,15.161,0.1,15.191,0.6,0.003,5.5,0,28.6,0,81,0,60.3,0.376,0,0.002,7.3,15.439,0.3,0,51,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,058SMPL.d,,12/4/2021 23:43,Sample,,3385_1_50-30,,0.072,1,,,0.003,1.4,833.127,76.4,124.585,0.8,0.006,7.1,0.001,16.9,0.001,50,0.002,28.4,0.001,19.9,102.434,1.2,100.33,0.4,0.011,8.1,0,49.1,0.001,52.9,0.001,35.1,0.376,0.1,0.017,6.3,121.766,0.8,0.002,8.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,059SMPL.d,,12/4/2021 23:48,Sample,,cal check 100,,91.111,0.4,,,89.111,0.4,971.927,24.7,91.055,0.9,91.362,0.7,90.886,0.4,94.704,0.7,94.311,0.9,94.377,0.8,92.703,0.8,93.325,0.1,94.338,1,92.251,0.7,95.676,1.1,92.889,0.8,95.164,1.1,93.42,0.7,96.11,0.9,93.002,0.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1110.77 is over the calibration range,FALSE,060SMPL.d,,12/4/2021 23:52,Sample,,blank,,0.242,1.4,,,0.002,18.5,1110.774,12.5,0.007,18.1,0.003,11.5,0.002,19.6,0.003,45.8,0.002,11.5,0.003,6.5,0.006,5.4,0.005,29.7,0.002,33.6,0.003,19.9,0.003,16.2,0.003,8.2,0.378,0.1,0.003,22.2,0.006,20,0.003,16.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,061SMPL.d,,12/4/2021 23:58,Sample,,3385_2_10-30,,0.093,1.6,,,0.005,8.5,879.363,24.1,66.079,0.9,0.004,9.5,0.002,21.1,0.003,49.4,0.003,3.2,0.003,14.4,41.209,1.3,40.952,0.5,0.008,29,0.002,11,0.002,14.7,0.002,14.7,0.378,0.1,0.009,0.9,59.884,1.5,0.003,8.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1064.54 is over the calibration range,FALSE,062SMPL.d,,12/5/2021 0:03,Sample,,3385_2_10-60,,0.078,3.1,,,0.005,7.9,1064.538,65.7,213.158,0.4,0.006,16.6,0.002,31.7,0.002,37.8,0.002,22.9,0.002,21.1,169.271,0.2,167.045,0.2,0.02,8.8,0.002,48.6,0.002,23.4,0.002,43.1,0.377,0.2,0.028,3.7,231.526,0.4,0.004,27.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,063SMPL.d,,12/5/2021 0:08,Sample,,3385_2_50-10,,0.077,3.1,,,0.004,15,694.234,20,22.824,1.4,0.004,17.1,0.002,34.1,0.001,90.1,0.003,33.6,0.001,77.8,12.682,0.1,12.743,0.2,0.003,16.9,0.002,34.7,0.002,54.5,0.001,40.6,0.377,0.1,0.003,18.1,12.419,0.7,0.002,37.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,064SMPL.d,,12/5/2021 0:13,Sample,,3385_2_50-30,,0.074,3.6,,,0.004,7.2,694.234,60,117.397,0.2,0.006,12.2,0.002,21.1,0.002,36.7,0.002,30.3,0.002,10.4,91.393,0.5,90.992,1.5,0.012,8.7,0.002,25.3,0.002,36.1,0.001,17.3,0.378,0.1,0.016,1.8,110.478,0.4,0.003,9.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.21 is over the calibration range,FALSE,065SMPL.d,,12/5/2021 0:18,Sample,,3385_3_10-30,,0.073,1.2,,,0.005,5.1,1018.209,41.7,64.837,0.1,0.004,7.1,0.002,7.4,0.002,37.8,0.002,14.2,0.002,12.5,40.417,0.3,40.191,0.2,0.008,16.5,0.002,9.6,0.002,23.2,0.002,7.6,0.378,0.1,0.008,9.4,57.988,0.8,0.002,11.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,066SMPL.d,,12/5/2021 0:23,Sample,,3385_3_10-60,,0.071,3.7,,,0.004,10.4,694.234,40,214.789,0.2,0.007,2.5,0.002,15.8,0.001,110.2,0.003,35.3,0.003,49.2,173.081,1.6,170.449,1,0.02,3.2,0.002,14.7,0.002,30,0.002,27.6,0.378,0.1,0.03,1.1,234.158,0.9,0.004,13.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,067SMPL.d,,12/5/2021 0:28,Sample,,3385_3_50-10,,0.073,2.7,,,0.003,20.6,370.258,94.4,29.456,0.3,0.004,4,0.002,20.1,0.002,40,0.002,22.2,0.002,25.8,17.228,0.1,17.213,0.4,0.004,24.5,0.001,32.4,0.001,22.8,0.001,18.4,0.377,0.2,0.004,5.8,17.413,0.3,0.002,20.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,068SMPL.d,,12/5/2021 0:33,Sample,,3385_3_50-30,,0.074,3,,,0.004,14.1,555.387,43.3,126.014,0.7,0.006,2.9,0.002,17.5,0.002,8.7,0.002,29.1,0.001,44.7,102.027,0.2,101.204,1.2,0.013,7.5,0.002,33.9,0.002,37.4,0.002,32.6,0.377,0.1,0.018,8.9,121.502,1,0.003,23.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,069SMPL.d,,12/5/2021 0:38,Sample,,4114_1_10-30,,0.069,2.3,,,0.003,12.5,833.08,60.1,66.073,0.7,0.003,11.9,0.002,18.8,0.003,15.7,0.002,19.9,0.001,57.1,42.012,0.3,41.842,1.4,0.008,13.6,0.001,27.1,0.001,31.1,0.001,29.3,0.377,0.1,0.008,7.4,60.63,1.1,0.002,9.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,070SMPL.d,,12/5/2021 0:43,Sample,,4114_1_10-60,,0.068,4.4,,,0.005,10.5,833.08,57.7,218.229,0.9,0.006,18.2,0.002,29.4,0.002,32.9,0.003,29.6,0.002,52.1,175.174,0.6,174.814,0.8,0.021,2.6,0.002,30.1,0.002,25.9,0.002,42.1,0.378,0,0.03,2.8,237.311,0.3,0.004,15.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,071SMPL.d,,12/5/2021 0:48,Sample,,cal check 10 #2,,8.086,0.9,,,8.633,0.3,879.363,55.5,8.891,0.8,8.872,0.7,8.9,0.6,9.031,1,8.95,0.9,8.959,0.2,9.063,0.7,9.112,1,8.975,1.2,9.062,1.1,9.099,0.7,9.111,0.2,9.48,0.6,9.151,0.9,9.093,0.6,9.165,0.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,072SMPL.d,,12/5/2021 0:53,Sample,,blank,,0.179,3,,,0.001,1.1,416.54,33.3,0.006,15.7,0.002,4.8,0.002,8.5,0.001,25,0.002,39,0.002,17.6,0.005,4.2,0.005,12,0.002,23.3,0.002,14.1,0.001,24.3,0.002,22.7,0.377,0.1,0.002,27.2,0.007,2.2,0.002,19.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,073SMPL.d,,12/5/2021 0:58,Sample,,4114_1_50-10,,0.084,1,,,0.004,8.1,879.363,24.1,27.511,1.3,0.004,6.7,0.001,0.8,0.001,45.8,0.002,3.1,0.002,38,15.905,0.2,15.85,0.6,0.004,18.2,0.001,5.5,0.002,33.4,0.001,10.7,0.377,0.1,0.004,6.8,16.13,0.6,0.002,19.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,074SMPL.d,,12/5/2021 1:03,Sample,,4114_1_50-30,,0.075,1.2,,,0.005,9.8,833.08,57.7,124.941,0.3,0.007,8.1,0.002,37.5,0.003,48,0.002,47.8,0.002,58.8,100.773,0.2,100.208,0.2,0.012,14.6,0.002,44,0.002,24.2,0.001,29.7,0.377,0.2,0.018,3.9,121.003,1.2,0.003,30.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,075SMPL.d,,12/5/2021 1:08,Sample,,4114_2_10-30,,0.071,1.8,,,0.004,13.7,925.645,17.3,69.399,0.9,0.004,14,0.002,25,0.002,20.4,0.002,53.2,0.002,19.7,44.773,0.6,44.807,0.9,0.007,4.3,0.002,34.8,0.002,10.8,0.001,20,0.377,0.1,0.009,4.7,64.695,1.9,0.002,19.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,076SMPL.d,,12/5/2021 1:13,Sample,,4114_2_10-60,,0.068,2.5,,,0.005,9.5,786.798,27,218.698,0.8,0.006,8.2,0.002,7.6,0.001,66.1,0.002,13.8,0.002,35.8,179.298,0.3,178.927,0.4,0.02,9.2,0.001,26.4,0.001,22.7,0.001,18.7,0.377,0.1,0.03,0.8,242.381,0.6,0.004,12,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1110.82 is over the calibration range,FALSE,077SMPL.d,,12/5/2021 1:18,Sample,,4114_2_50-10,,0.074,0.5,,,0.004,11,1110.82,33.1,25.424,0.3,0.004,13.2,0.002,23.2,0.002,62,0.003,12.8,0.002,11.2,14.509,0.5,14.507,0.3,0.004,7.2,0.001,27,0.001,12.4,0.001,16.8,0.377,0.1,0.003,9.3,14.891,0.5,0.002,8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,078SMPL.d,,12/5/2021 1:23,Sample,,4114_2_50-30,,0.072,0.9,,,0.004,12.6,647.951,68.9,123.533,0.4,0.006,8.3,0.002,22.8,0.002,65.5,0.002,50.3,0.001,31.5,99.188,0.1,98.965,0.9,0.012,11.1,0.001,26.4,0.001,26.1,0.001,15.1,0.377,0.1,0.017,1.8,121.742,0.8,0.002,15.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,079SMPL.d,,12/5/2021 1:28,Sample,,4114_3_10-30,,0.071,4.8,,,0.004,9.7,647.951,81.1,73.359,0.7,0.004,7.5,0.002,12.6,0.001,66.1,0.003,36.7,0.001,26.5,48.304,0.7,48.141,0.1,0.007,7.4,0.002,36.5,0.002,5.8,0.001,34.9,0.377,0.1,0.009,4.1,70.115,0.4,0.002,9.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,080SMPL.d,,12/5/2021 1:33,Sample,,4114_3_10-60,,0.066,3.5,,,0.006,8.9,462.822,34.6,221.397,0.7,0.007,10.2,0.002,43.9,0.002,27,0.003,14.5,0.002,28.2,184.899,0.4,182.874,0.7,0.021,8.5,0.002,51.3,0.002,14.7,0.002,33.1,0.378,0.2,0.031,1.3,248.365,0.9,0.004,7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1064.54 is over the calibration range,FALSE,081SMPL.d,,12/5/2021 1:38,Sample,,4114_3_50-10,,0.069,3.8,,,0.004,5.3,1064.538,39.9,25.109,0.5,0.004,4.8,0.002,16.4,0.003,10,0.002,24.2,0.002,16.1,14.356,0.5,14.29,0.8,0.003,12.7,0.002,22,0.001,13,0.001,5.9,0.377,0.1,0.004,10.9,14.479,0.2,0.002,12.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1388.56 is over the calibration range,FALSE,082SMPL.d,,12/5/2021 1:43,Sample,,4114_3_50-30,,0.072,2.4,,,0.004,14.8,1388.56,30,121.032,0.6,0.007,4.2,0.002,21.7,0.002,69.3,0.002,5.4,0.001,40,97.56,0.1,96.743,1.4,0.013,10.4,0.002,28.2,0.002,34.1,0.001,33.8,0.377,0.1,0.017,3.3,118.922,0.9,0.002,15.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,083SMPL.d,,12/5/2021 1:48,Sample,,cal check 25 #2,,20.862,0.1,,,22.386,1.4,647.951,53.9,22.907,0.7,22.928,0.8,23.002,0.5,22.492,0.5,22.406,1,22.371,0.5,23.472,0.6,23.226,0.3,22.305,0.4,23.221,0.7,22.627,0.6,23.44,0.8,23.006,0.2,23.506,1.9,22.69,0.4,23.759,0.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,084SMPL.d,,12/5/2021 1:53,Sample,,blank,,0.204,1.4,,,0.002,25.8,601.669,48,0.007,19.4,0.003,12,0.002,23,0.002,10.2,0.002,25.2,0.002,35.9,0.006,18.8,0.005,12,0.002,30.7,0.002,28,0.002,6.7,0.002,20,0.378,0.1,0.002,12.5,0.008,35.8,0.002,34,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,085SMPL.d,,12/5/2021 1:58,Sample,,c_10-30,,0.082,1.9,,,0.005,2.5,925.645,22.9,160.525,0.8,0.005,8.5,0.002,13.9,0.002,22.9,0.002,34.6,0.002,13.3,181.509,0.4,181.4,0.5,0.017,1.7,0.002,11.7,0.002,21.3,0.002,19,0.377,0.1,0.031,3,215.179,0.2,0.004,10.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,086SMPL.d,,12/5/2021 2:04,Sample,,c_10-60,,0.073,2.1,,,0.006,9.5,555.387,50,318.967,0.3,0.007,4,0.002,18.4,0.002,28.6,0.002,9.4,0.002,10.5,361.4,0.3,362.418,0.5,0.031,6.1,0.002,14.1,0.002,21.2,0.002,13,0.378,0.1,0.06,3.3,425.629,0.9,0.006,8.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,087SMPL.d,,12/5/2021 2:08,Sample,,c_50-10,,0.073,2.1,,,0.004,10.4,555.387,25,53.107,0.2,0.005,3.2,0.002,29.3,0.001,65.5,0.002,20,0.002,44.4,60.563,1,60.716,0.8,0.006,8.1,0.002,23.5,0.002,43.8,0.001,22.6,0.378,0.1,0.011,4.9,73.831,2.5,0.002,22.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,088SMPL.d,,12/5/2021 2:13,Sample,,c_50-30,,0.074,0.9,,,0.004,4.6,694.234,52.9,157.774,1.1,0.006,6.3,0.002,21.6,0.002,52.9,0.002,44.4,0.002,43.4,179.565,0.4,179.553,0.6,0.015,3,0.001,30.3,0.001,12,0.001,38.4,0.377,0.1,0.03,2.5,214.038,1.3,0.003,14.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,089SMPL.d,,12/5/2021 2:19,Sample,,4685_1_10-30,,0.07,5.3,,,0.004,18.2,879.363,55.5,13.272,0.9,0.003,21.4,0.002,11.1,0.002,39,0.002,34.6,0.002,15.1,8.384,0.3,8.34,0.2,0.003,29.9,0.002,34.8,0.002,38.4,0.002,45.9,0.378,0.2,0.003,24.3,9.797,0.1,0.002,37.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1527.36 is over the calibration range,FALSE,090SMPL.d,,12/5/2021 2:24,Sample,,4685_1_10-60,,0.068,0.3,,,0.004,3.3,1527.36,39.6,156.317,0.2,0.005,4.8,0.001,32.1,0.002,21.7,0.001,14.3,0.002,10.4,98.511,0.4,98.301,0.7,0.015,2.7,0.001,14.9,0.001,40.5,0.001,40,0.377,0.3,0.017,4.3,132.85,0.1,0.002,13.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,091SMPL.d,,12/5/2021 2:29,Sample,,4685_1_50-10,,0.072,0.4,,,0.003,18.4,740.516,39,13.502,2.1,0.003,19.9,0.001,45.1,0.001,0,0.002,27.5,0.001,45.1,8.478,0.7,8.437,0.8,0.002,27.5,0.001,33.9,0.001,21.8,0.001,39.6,0.377,0.1,0.003,19.1,7.884,0.3,0.001,31.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,092SMPL.d,,12/5/2021 2:34,Sample,,4685_1_50-30,,0.068,5.2,,,0.002,17.8,925.691,43.3,86.187,1.1,0.005,10.5,0.001,31.1,0.002,40,0.002,53.6,0.002,28.6,55.819,0.2,55.204,0.5,0.009,5,0.001,22,0.001,31.5,0.001,4.8,0.377,0.1,0.01,4.6,70.105,0.7,0.002,6.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,093SMPL.d,,12/5/2021 2:39,Sample,,4685_2_10-30,,0.066,2.8,,,0.003,15.8,740.516,71,15.015,0.7,0.002,25,0.001,19.4,0.001,25,0.002,16.2,0.002,24.1,8.441,0.3,8.373,0.9,0.003,5.5,0.001,39.7,0.001,22.8,0.001,33.8,0.377,0.1,0.002,16.8,10.661,0.7,0.001,21.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,094SMPL.d,,12/5/2021 2:44,Sample,,4685_2_10-60,,0.066,1.1,,,0.003,17.1,462.822,69.3,162.011,0.8,0.005,3,0.001,36.3,0.002,24.7,0.002,32.2,0.001,41.8,103.108,0.6,102.924,0.7,0.016,13.4,0.001,49.1,0.001,36.4,0.001,21.5,0.377,0.1,0.018,2.1,138.128,1.1,0.002,17.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,095SMPL.d,,12/5/2021 2:49,Sample,,cal check 50 #2,,45.379,0.9,,,44.387,0.5,694.234,34.6,45.482,0.8,45.759,1.6,45.484,0.5,46.77,0.7,45.27,0.5,45.268,0.5,46.668,1.5,47.107,0.7,45.119,0.7,45.606,1.3,46.719,0.9,46.268,0.7,47.645,0.4,46.473,1,47.486,1.5,46.698,1.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,096SMPL.d,,12/5/2021 2:54,Sample,,blank,,0.225,3.4,,,0.001,35,231.411,91.7,0.002,22.6,0.002,12.4,0.001,13.5,0,86.6,0.001,30.2,0.001,44.6,0.002,1.2,0.001,48.4,0.001,26.5,0.001,14.9,0.001,33.5,0.001,11.9,0.377,0,0.001,17.7,0.002,26,0.001,13.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,097SMPL.d,,12/5/2021 2:59,Sample,,4685_2_50-10,,0.089,1.7,,,0.002,7.5,833.08,33.3,13.678,1.5,0.002,8.1,0.001,39.7,0.001,65.5,0.001,8.3,0,50,8.342,0.2,8.314,0.3,0.001,34.6,0,26.4,0,14.3,0.001,9.1,0.376,0,0.002,6.6,7.841,0.7,0,17.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,098SMPL.d,,12/5/2021 3:04,Sample,,4685_2_50-30,,0.078,2.5,,,0.002,3.2,277.693,100,86.824,0.8,0.004,6.6,0,8.3,0,114.6,0.001,28.9,0.001,65.5,57.106,1.4,56.913,0.6,0.008,18.7,0,3.9,0,26.6,0,10.7,0.376,0,0.009,2.6,72.086,0.9,0.001,4.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,099SMPL.d,,12/5/2021 3:09,Sample,,4685_3_10-30,,0.07,1.6,,,0.003,11.5,647.951,32.7,16.24,1.5,0.002,6.1,0.001,13,0.001,31.5,0.002,37.1,0.001,25,9.338,0.2,9.373,0.8,0.003,5.7,0.001,9.3,0.001,10,0.001,4.1,0.376,0,0.002,2.8,11.284,0.4,0.001,8.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1342.23 is over the calibration range,FALSE,100SMPL.d,,12/5/2021 3:14,Sample,,4685_3_10-60,,0.069,2.2,,,0.004,19.9,1342.231,36.3,163.613,0.4,0.006,4.8,0.002,10.7,0.003,45.1,0.002,4.2,0.002,28,105.209,0.9,104.944,1.8,0.017,9.5,0.002,13.6,0.002,24.4,0.002,3.7,0.378,0.1,0.02,1.8,138.497,1.1,0.004,5.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,101SMPL.d,,12/5/2021 3:19,Sample,,4685_3_50-10,,0.073,1.7,,,0.005,5.5,786.798,36.7,14.719,0.3,0.005,3.5,0.003,21.4,0.003,15.8,0.003,17.6,0.003,21.6,8.588,0.3,8.555,0.6,0.004,21.4,0.003,24.7,0.003,13.5,0.003,20.6,0.378,0.3,0.004,9.4,8.118,0.7,0.003,22.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,102SMPL.d,,12/5/2021 3:24,Sample,,4685_3_50-30,,0.072,2.7,,,0.004,15.9,601.669,13.3,91.496,0.5,0.006,2,0.003,4.6,0.003,17.6,0.003,10.2,0.003,28.4,61.821,0.2,61.688,0.6,0.01,16.6,0.003,16.3,0.003,29.7,0.003,17.3,0.378,0,0.013,3.4,77.671,0.8,0.004,11,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,103SMPL.d,,12/5/2021 3:29,Sample,,wt_1_10-30,,0.069,3.5,,,0.005,11.1,647.951,32.7,41.18,0.8,0.004,8.8,0.003,11.6,0.003,55,0.003,28,0.002,7.9,22.357,1.1,22.374,0.4,0.006,10,0.003,18.5,0.003,6.5,0.003,17.4,0.379,0.1,0.006,11.3,34.51,0.7,0.003,19.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1157.06 is over the calibration range,FALSE,104SMPL.d,,12/5/2021 3:35,Sample,,wt_1_10-60,,0.063,0.5,,,0.005,5,1157.056,13.9,190.379,0.1,0.007,4.8,0.003,8,0.003,45.8,0.003,29.7,0.003,23.1,143.677,0.4,141.939,0.7,0.019,6.6,0.003,15.7,0.003,18.9,0.003,25.8,0.378,0.1,0.026,3.5,202.524,0.4,0.005,6.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,105SMPL.d,,12/5/2021 3:40,Sample,,wt_1_50-10,,0.074,1.5,,,0.006,11.8,647.951,44.6,21.89,0.2,0.006,10.4,0.004,15.1,0.005,54.9,0.004,23.3,0.004,22.2,12.151,0.3,12.105,0.3,0.006,12.8,0.004,15,0.005,4.7,0.004,17.5,0.38,0.1,0.006,11,12.542,0.3,0.005,14.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,106SMPL.d,,12/5/2021 3:45,Sample,,wt_1_50-30,,0.072,5,,,0.006,13.8,509.105,63,114.917,0.3,0.008,7.6,0.004,21.8,0.004,51.7,0.004,5,0.004,29,87.137,1.4,86.986,0.4,0.014,3.6,0.004,17.9,0.004,9.8,0.004,20,0.379,0.2,0.016,4.1,106.618,0.7,0.004,5.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,107SMPL.d,,12/5/2021 3:50,Sample,,cal check 100 #2,,87.797,0.9,,,86.281,0.4,555.387,0,87.974,0.4,88.336,0.4,88.557,0.4,91.292,0.9,92.525,1,92.983,1.5,91.668,1.2,90.958,1,92.174,2.4,89.829,0.5,93.594,0.7,90.36,0.9,92.583,1.3,90.84,0.6,93.109,0.2,90.383,1.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,108SMPL.d,,12/5/2021 3:54,Sample,,blank,,0.256,2.6,,,0.005,19.4,786.798,62,0.022,12.5,0.005,12.7,0.005,19.1,0.006,21.2,0.006,7.5,0.005,16.9,0.017,15.9,0.017,15.3,0.005,34.7,0.005,11.7,0.005,4.9,0.005,13.6,0.38,0.2,0.005,16.9,0.021,14.6,0.005,17.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,109SMPL.d,,12/5/2021 4:00,Sample,,wt_2_10-30,,0.091,2.1,,,0.006,13.1,925.645,31.2,40.468,1.1,0.006,1.1,0.005,4.4,0.006,31.3,0.005,2,0.004,15.9,22.433,0.5,22.2,1,0.008,17.8,0.004,8.3,0.005,5.6,0.004,2.6,0.38,0.2,0.008,2.1,32.148,0.4,0.005,10.6,,
