Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,051SMPL.d,,12/4/2021 23:08,Sample,,4410_3_10-30,,2642.27,2.2,,,263.34,10,60,33.3,6832868.83,0.2,240,1.4,46,47,40,25,20,36.1,3.33,34.6,2705894.92,1,2998279.43,0.6,154,13.7,20,88.9,12.67,18.2,26,46.2,20.67,31.1,991.38,2.5,1858760,0,103.33,4.9,153367.94,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1203.38 is over the calibration range,FALSE,052SMPL.d,,12/4/2021 23:13,Sample,,4410_3_10-60,,2470.24,3,,,399.34,5.5,86.67,56.9,20158234,0.5,564.02,7.9,164.67,8.8,43.33,70.5,46.67,19.3,23.33,62,9756451,0.2,10798696.51,0.7,440.68,5.4,184.67,8.2,51.33,25,162.67,5.5,64,24.4,3769.92,5,6660290.83,0.9,472.01,7.1,152969.05,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,053SMPL.d,,12/4/2021 23:18,Sample,,4410_3_50-10,,2604.27,2.9,,,291.34,10.5,63.33,32.9,2339467,1.2,372.01,9.4,161.33,19.7,46.67,12.4,44,29.8,36,30.9,744311.96,0.3,833887.02,0.5,73.33,11,142,34.5,48.67,18.5,175.33,30.7,53.33,34.8,463.34,12.2,364785.1,0.1,200,25.1,147111.08,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,054SMPL.d,,12/4/2021 23:23,Sample,,4410_3_50-30,,2564.26,1.6,,,357.34,8.5,60,44.1,10904041.67,0.8,591.35,4.4,180.67,32.7,63.33,18.2,44,32.8,30.67,49.4,4978233.33,0.7,5503547,0.8,239.33,9.2,221.34,45.5,49.33,38.5,186.67,57.2,66.67,31.2,1982.84,7,3069185.67,0.4,333.34,36.7,148035.79,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,055SMPL.d,,12/4/2021 23:28,Sample,,3385_1_10-30,,2447.57,2.8,,,328.01,6.2,43.33,58.1,6668937.83,0.9,360.01,7.9,184.67,14.4,60,33.3,39.33,29.8,28.67,22.4,2593994,0.6,2915065.79,1.6,190,16.7,196,34.1,46,19.9,192.67,27.1,76.67,4,1143.39,1.9,1889796.75,0.8,294.01,11.2,153194.42,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,056SMPL.d,,12/4/2021 23:33,Sample,,3385_1_10-60,,2486.91,3.8,,,305.34,15.1,60,60.1,20432690.67,0.2,574.68,12.8,187.34,36.4,56.67,27,39.33,35.7,34,36.7,10040942.67,0.7,11059393.17,0.3,422.01,8.7,186.67,25.6,52,60.4,189.33,30.6,64,19.5,3896.62,2.5,6863152.83,0.7,519.35,14.9,151546.4,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,057SMPL.d,,12/4/2021 23:38,Sample,,3385_1_50-10,,2442.24,1.4,,,176,10.4,53.33,39,2358481.75,0.1,250,8.7,46.67,20.3,16.67,34.6,12,16.7,2,0,833659.79,0.1,931293.6,0.6,55.33,5.5,10.67,28.6,8.67,81,10.67,60.3,6,66.7,308.01,7.3,430295.16,0.3,19.33,51,146917.31,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,058SMPL.d,,12/4/2021 23:43,Sample,,3385_1_50-30,,2486.25,1,,,225.33,1.4,60,76.4,11388017,0.8,490.68,7.1,65.33,16.9,20,50,29.33,28.4,15.33,19.9,5632439.17,1.2,6150889.07,0.4,229.33,8.1,56,49.1,20,52.9,60,35.1,25.33,39.7,2095.52,6.3,3393806.25,0.8,206.67,8.7,147559.4,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,059SMPL.d,,12/4/2021 23:48,Sample,,cal check 100,,3134374.42,0.4,,,6479896.33,0.4,70,24.7,8323128.33,0.9,7992425.17,0.7,9666376.67,0.4,2734270.79,0.7,1812187.29,0.9,1574052.33,0.8,5097384.5,0.8,5721458.45,0.1,1908566.83,1,11143616.33,0.7,2823884.5,1.1,11056600.67,0.8,3842693.5,1.2,11543013.33,0.7,2678741.17,0.9,11691270.33,0.6,153667.86,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1110.77 is over the calibration range,FALSE,060SMPL.d,,12/4/2021 23:52,Sample,,blank,,8317.91,1.4,,,167.33,18.5,80,12.5,605.36,18.1,292.01,11.5,262,19.6,76.67,45.8,46,11.5,47.33,6.5,306.68,5.4,313.35,29.7,44.67,33.6,302.01,19.9,74,16.2,307.34,8.2,98.67,19.9,330.01,22.2,180,20,336.01,16.2,150775.88,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,061SMPL.d,,12/4/2021 23:58,Sample,,3385_2_10-30,,3193.06,1.6,,,336.68,8.5,63.33,24.1,6040132.67,0.9,378.01,9.5,264,21.1,76.67,49.4,62,3.2,48,14.4,2265956.5,1.3,2510606.52,0.5,164,29,258.67,11,68.67,14.7,297.34,14.7,98,21.2,1054.05,0.9,1669054.83,1.5,363.34,8.5,150006.41,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1064.54 is over the calibration range,FALSE,062SMPL.d,,12/5/2021 0:03,Sample,,3385_2_10-60,,2682.95,3.1,,,336.68,7.9,76.67,65.7,19484232.67,0.4,545.35,16.6,232.67,31.7,70,37.8,40,22.9,33.33,21.1,9307592,0.2,10240932.77,0.2,400.68,8.8,256.67,48.6,56,23.4,238.67,43.1,71.33,53,3489.84,3.7,6452976.17,0.4,521.35,27.5,150087.59,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,063SMPL.d,,12/5/2021 0:08,Sample,,3385_2_50-10,,2654.28,3.1,,,273.34,15,50,20,2086266.67,1.4,312.01,17.1,169.33,34.1,40,90.1,50.67,33.6,18,77.8,697317.23,0.1,781234.47,0.2,65.33,16.9,184.67,34.7,48,54.5,162,40.6,69.33,32.4,416.68,18.1,346124.27,0.7,205.34,37.2,146272.49,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,064SMPL.d,,12/5/2021 0:13,Sample,,3385_2_50-30,,2539.59,3.6,,,297.34,7.2,50,60,10730997,0.2,515.35,12.2,180.67,21.1,56.67,36.7,38.67,30.3,29.33,10.4,5025374,0.5,5578405.33,1.5,250,8.7,190.67,25.3,48,36.1,168.67,17.3,80.67,25.3,1945.5,1.8,3079184.08,0.4,354.01,9.5,146766.72,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.21 is over the calibration range,FALSE,065SMPL.d,,12/5/2021 0:18,Sample,,3385_3_10-30,,2499.58,1.2,,,342.01,5.1,73.33,41.7,5926600.83,0.1,336.01,7.1,218.67,7.4,70,37.8,45.33,14.2,32,12.5,2222399.5,0.3,2463979.34,0.2,161.33,16.5,208.67,9.6,52.67,23.2,219.33,7.6,89.33,13.5,960.71,9.4,1616216.96,0.8,278.01,11.2,150733.02,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,066SMPL.d,,12/5/2021 0:23,Sample,,3385_3_10-60,,2429.57,3.7,,,290.67,10.4,50,40,19633263.33,0.2,572.02,2.5,228.67,15.8,36.67,110.2,52.67,35.3,42.67,49.2,9517098.33,1.6,10449662.76,1,412.68,3.2,211.33,14.7,47.33,30,222,27.6,78.67,24,3677.23,1.1,6526348,0.9,541.35,13.8,150993.74,1.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,067SMPL.d,,12/5/2021 0:28,Sample,,3385_3_50-10,,2500.91,2.7,,,248,20.6,26.67,94.4,2692517.67,0.3,354.01,4,164,20.1,50,40,40.67,22.2,28,25.8,947293.25,0.1,1055294.18,0.4,79.33,24.5,169.33,32.4,43.33,22.8,163.33,18.4,64.67,40.4,498.68,5.8,485326.91,0.3,220,20.6,145849.72,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,068SMPL.d,,12/5/2021 0:33,Sample,,3385_3_50-30,,2550.92,3,,,278.67,14.1,40,43.3,11518597.67,0.7,562.69,2.9,185.33,17.5,66.67,8.7,30,29.1,20.67,44.7,5610058,0.2,6204463.24,1.2,272.67,7.5,182.67,33.9,51.33,37.4,191.33,32.6,62,27.6,2179.53,8.9,3386454.17,1,355.34,23.9,146215.86,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,069SMPL.d,,12/5/2021 0:38,Sample,,4114_1_10-30,,2388.89,2.3,,,210,12.5,60,60.1,6039543.5,0.7,290.01,11.9,160,18.8,73.33,15.7,35.33,19.9,14,57.1,2310094.17,0.3,2565217.51,1.4,154,13.6,150.67,27.1,41.33,31.1,147.33,29.3,56.67,31.8,944.04,7.4,1689858,1.1,251.34,9.2,150470.2,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,070SMPL.d,,12/5/2021 0:43,Sample,,4114_1_10-60,,2342.22,4.4,,,353.34,10.5,60,57.7,19947701.33,0.9,565.35,18.2,203.34,29.4,63.33,32.9,54,29.6,32.67,52.1,9632162.33,0.6,10717206.92,0.8,420.68,2.6,234.67,30.1,66,25.9,190,42.1,80.67,8,3689.91,2.8,6614216.67,0.3,524.68,15.7,149781.75,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,071SMPL.d,,12/5/2021 0:48,Sample,,cal check 10 #2,,278170.58,0.9,,,627784.4,0.3,63.33,55.5,812713.58,0.8,776110.6,0.7,946537.1,0.6,260743.21,1,171976.08,0.9,149417.78,0.2,498356.49,0.7,558645.53,1,181574.93,1.2,1094678.79,1.1,268564.29,0.7,1084526.04,0.2,369105.88,0.7,1130691.37,0.9,253444.05,0.6,1152166.54,0.6,150843.3,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,072SMPL.d,,12/5/2021 0:53,Sample,,blank,,6149.42,3,,,107.33,1.1,30,33.3,574.02,15.7,197.33,4.8,170.67,8.5,40,25,32,39,34,17.6,286.01,4.2,300.02,12,34.67,23.3,186,14.1,40.67,24.3,181.33,22.7,54.67,16.5,193.34,27.2,184,2.2,202.67,19.2,148784.11,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,073SMPL.d,,12/5/2021 0:58,Sample,,4114_1_50-10,,2877.66,1,,,256,8.1,63.33,24.1,2514734,1.3,392.01,6.7,141.33,0.8,33.33,45.8,37.33,3.1,32,38,874534.04,0.2,971683.37,0.6,79.33,18.2,168,5.5,45.33,33.4,148,10.7,56.67,27,490.01,6.8,449558.99,0.6,196.67,19.9,144214.36,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,074SMPL.d,,12/5/2021 1:03,Sample,,4114_1_50-30,,2594.27,1.2,,,336.01,9.8,60,57.7,11420540.67,0.3,568.69,8.1,175.33,37.5,86.67,48,38.67,47.8,36,58.8,5541133.33,0.2,6143426.57,0.2,240.67,14.6,187.34,44,46,24.2,173.33,29.7,61.33,45.7,2180.87,3.9,3372538.08,1.2,334.67,30.8,146440.73,1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,075SMPL.d,,12/5/2021 1:08,Sample,,4114_2_10-30,,2447.58,1.8,,,278.67,13.7,66.67,17.3,6343576.67,0.9,331.34,14,188,25,56.67,20.4,48,53.2,29.33,19.7,2461885.33,0.6,2746952.88,0.9,142.67,4.3,184.67,34.8,64,10.8,171.33,20,63.33,26.9,1067.39,4.7,1803155.21,1.9,288.67,19.1,149832.64,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,076SMPL.d,,12/5/2021 1:13,Sample,,4114_2_10-60,,2354.22,2.5,,,371.34,9.5,56.67,27,19990596.67,0.8,496.01,8.2,172,7.6,40,66.1,46.67,13.8,28.67,35.8,9858911.67,0.3,10969370.67,0.4,398.01,9.2,164,26.4,36.67,22.7,137.33,18.7,58,24.1,3745.91,0.8,6755528.83,0.6,469.35,12,149518.39,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1110.82 is over the calibration range,FALSE,077SMPL.d,,12/5/2021 1:18,Sample,,4114_2_50-10,,2530.92,0.5,,,321.34,11,80,33.1,2323938.17,0.3,315.34,13.2,173.33,23.2,56.67,62,54,12.8,27.33,11.2,797796.77,0.5,889384.54,0.3,89.33,7.2,171.33,27,28,12.4,150.67,16.8,65.33,26,418.01,9.3,415032.79,0.5,191.33,8,144773.42,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,078SMPL.d,,12/5/2021 1:23,Sample,,4114_2_50-30,,2476.9,0.9,,,262,12.6,46.67,68.9,11291812.33,0.4,512.01,8.3,160.67,22.8,46.67,65.5,34,50.3,22,31.5,5453986.33,0.1,6067170.74,0.9,250.67,11.1,147.33,26.4,39.33,26.1,156.67,15.1,52,20.4,2131.53,1.8,3393121.67,0.8,298.01,15.4,146120.01,1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,079SMPL.d,,12/5/2021 1:28,Sample,,4114_3_10-30,,2429.57,4.8,,,318.68,9.7,46.67,81.1,6705516.33,0.7,342.68,7.5,184.67,12.6,40,66.1,50,36.7,20,26.5,2656044.42,0.7,2951358.39,0.1,149.33,7.4,190,36.5,52.67,5.8,150.67,34.9,66.67,19.5,1150.06,4.1,1954201.21,0.4,280.67,9.6,149764.6,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,080SMPL.d,,12/5/2021 1:33,Sample,,4114_3_10-60,,2285.54,3.5,,,433.34,8.9,33.33,34.6,20237336,0.7,628.02,10.2,223.34,43.9,56.67,27,60,14.5,28.67,28.2,10166918.33,0.4,11211361.5,0.7,425.34,8.5,218.67,51.3,68.67,14.7,206,33.1,90,27,3876.62,1.3,6922297.67,0.9,528.68,7,149854.43,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1064.54 is over the calibration range,FALSE,081SMPL.d,,12/5/2021 1:38,Sample,,4114_3_50-10,,2390.89,3.8,,,268.67,5.3,76.67,39.9,2295140.17,0.5,386.68,4.8,182,16.4,100,10,36,24.2,31.33,16.1,789358.41,0.5,876059.18,0.8,65.33,12.7,187.33,22,38.67,13,173.33,5.9,63.33,22.8,469.35,10.9,403546.8,0.2,203.33,12.1,144540.96,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1388.56 is over the calibration range,FALSE,082SMPL.d,,12/5/2021 1:43,Sample,,4114_3_50-30,,2474.91,2.4,,,272.01,14.8,100.01,30,11063227.33,0.6,582.02,4.2,171.33,21.7,50,69.3,42.67,5.4,24.67,40,5364455.5,0.1,5930975.96,1.4,255.34,10.4,200,28.2,56,34.1,172,33.8,64,13.6,2121.53,3.3,3314543.83,0.9,296.67,15.2,143983.06,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,083SMPL.d,,12/5/2021 1:48,Sample,,cal check 25 #2,,717701.94,0.1,,,1627856.38,1.4,46.67,53.9,2093848.63,0.7,2005727.71,0.8,2446454.58,0.5,649380.2,0.5,430528.48,1,373107.39,0.5,1290615.67,0.6,1423924.72,0.3,451255.18,0.4,2805066.83,0.7,667842.08,0.6,2790014.25,0.8,917418.83,0.2,2904390.67,1.9,632392.75,0.4,2986752.83,0.4,152030.59,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,084SMPL.d,,12/5/2021 1:53,Sample,,blank,,7019.85,1.4,,,140.67,25.8,43.33,48,652.02,19.4,259.34,12,224.67,23,56.67,10.2,42,25.2,32.67,35.9,346.68,18.8,293.35,12,43.33,30.7,230,28,45.33,6.7,214,20,78.67,24.7,227.33,12.5,212,35.8,253.34,34,149131,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,085SMPL.d,,12/5/2021 1:58,Sample,,c_10-30,,2808.31,1.9,,,329.34,2.5,66.67,22.9,14673174,0.8,414.68,8.5,224,13.9,66.67,22.9,40,34.6,26,13.3,9980496,0.4,11120989.42,0.5,351.34,1.7,220.67,11.7,56.67,21.3,208.67,19,71.33,26.1,3864.62,3,5997357.83,0.2,496.01,10.2,148650.61,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,086SMPL.d,,12/5/2021 2:04,Sample,,c_10-60,,2516.25,2.1,,,406.01,9.5,40,50,29155980.67,0.3,597.35,4,218,18.4,53.33,28.6,32.67,9.4,38,10.5,19872064.67,0.3,22218570.5,0.5,626.02,6.1,219.33,14.1,68,21.2,192.67,13,90,13.3,7425.55,3.3,11862913,0.9,760.03,8.8,148056.19,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,087SMPL.d,,12/5/2021 2:08,Sample,,c_50-10,,2503.58,2.1,,,273.34,10.4,40,25,4854415.33,0.2,399.34,3.2,192,29.3,23.33,65.5,30,20,34,44.4,3330126.25,1,3722287.65,0.8,124.67,8.1,196.67,23.5,46.67,43.8,174,22.6,74.67,24.9,1363.42,4.9,2057792.42,2.5,300.01,22.3,142904.13,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,088SMPL.d,,12/5/2021 2:13,Sample,,c_50-30,,2532.25,0.9,,,256.67,4.6,50,52.9,14421734.33,1.1,505.35,6.3,162.67,21.6,50,52.9,39.33,44.4,28,43.4,9873633,0.4,11007781.09,0.6,310.68,3,167.33,30.3,34.67,12,161.33,38.4,68,15.3,3700.57,2.5,5965556.33,1.3,428.01,14.6,143647.29,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,089SMPL.d,,12/5/2021 2:19,Sample,,4685_1_10-30,,2410.22,5.3,,,272.67,18.2,63.33,55.5,1213181.58,0.9,272,21.4,200.67,11.1,53.33,39,42.67,34.6,30.67,15.1,460982.76,0.3,511316.3,0.2,67.33,29.9,224,34.8,60,38.4,184.67,45.9,76.67,39.2,383.34,24.3,273052.55,0.1,262,37.7,148043.96,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1527.36 is over the calibration range,FALSE,090SMPL.d,,12/5/2021 2:24,Sample,,4685_1_10-60,,2327.55,0.3,,,278.01,3.3,110,39.6,14288517.67,0.2,424.01,4.8,145.33,32.1,53.33,21.7,28,14.3,29.33,10.4,5416756.17,0.4,6026509.08,0.7,298.68,2.7,159.33,14.9,34.67,40.5,148.67,40,69.33,56.6,2089.52,4.3,3702733.08,0.1,305.34,13.9,148133.32,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,091SMPL.d,,12/5/2021 2:29,Sample,,4685_1_50-10,,2484.24,0.4,,,213.33,18.4,53.33,39,1234161.13,2.1,252,19.9,128,45.1,40,0,37.33,27.5,16,45.1,466164.47,0.7,517241.54,0.8,42.67,27.5,137.33,33.9,34.67,21.8,126.67,39.6,37.33,49.8,310.68,19.1,219729.74,0.3,138,31.6,143840.22,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,092SMPL.d,,12/5/2021 2:34,Sample,,4685_1_50-30,,2350.22,5.2,,,174.67,17.8,66.67,43.3,7878168.17,1.1,433.34,10.5,128.67,31.1,50,40,34.67,53.6,28,28.6,3069287.83,0.2,3384348.49,0.5,182,5,118,22,36.67,31.5,120.67,4.8,43.33,27.8,1218.73,4.6,1953942.37,0.7,198.67,6.9,144021.04,1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,093SMPL.d,,12/5/2021 2:39,Sample,,4685_2_10-30,,2277.54,2.8,,,223.33,15.8,53.33,71,1372491.88,0.7,194,25,118.67,19.4,40,25,43.33,16.2,25.33,24.1,464153.44,0.3,513346.4,0.9,55.33,5.5,144,39.7,43.33,22.8,121.33,33.8,43.33,21.3,287.34,16.8,297146.27,0.7,140.67,21.4,148747.01,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,094SMPL.d,,12/5/2021 2:44,Sample,,4685_2_10-60,,2286.88,1.1,,,232.67,17.1,33.33,69.3,14809001.33,0.8,420.01,3,130,36.3,46.67,24.7,29.33,32.2,19.33,41.8,5669509.17,0.6,6309903.87,0.7,322.68,13.4,116,49.1,36,36.4,122.67,21.5,46,39.8,2200.21,2.1,3849844.5,1.1,300.01,17.9,148366.34,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,095SMPL.d,,12/5/2021 2:49,Sample,,cal check 50 #2,,1561120.42,0.9,,,3227726.42,0.5,50,34.6,4157416.83,0.8,4003062.17,1.6,4837538.5,0.5,1350342.69,0.7,869864.48,0.5,754984.81,0.5,2566082.42,1.5,2887976.52,0.7,912814.75,0.7,5509123,1.3,1378901.92,0.9,5507324.67,0.7,1916273.04,0.4,5742209,1,1323497.29,1.5,5870471,1.4,149289.38,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,096SMPL.d,,12/5/2021 2:54,Sample,,blank,,7723.56,3.4,,,81.33,35,16.67,91.7,182.67,22.6,137.33,12.4,114.67,13.5,13.33,86.6,16.67,30.2,18.67,44.6,93.33,1.2,90,48.4,20,26.5,94,14.9,26,33.5,102,11.9,34.67,20.3,124.67,17.7,54.67,26,120.67,13.8,147351.61,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,097SMPL.d,,12/5/2021 2:59,Sample,,4685_2_50-10,,3053.69,1.7,,,178.67,7.5,60,33.3,1250267.33,1.5,197.33,8.1,71.33,39.7,23.33,65.5,24,8.3,8,50,458677.11,0.2,509706.66,0.3,30,34.6,49.33,26.4,14,14.3,66,9.1,32,18.8,218,6.6,218540.98,0.7,62,17.1,142560.19,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,098SMPL.d,,12/5/2021 3:04,Sample,,4685_2_50-30,,2685.62,2.5,,,166,3.2,20,100,7936337,0.8,348.01,6.6,48,8.3,13.33,114.6,12,28.9,9.33,65.5,3140043,1.4,3489112.76,0.6,152,18.7,29.33,3.9,8.67,26.6,28.67,10.7,13.33,8.7,1061.39,2.6,2009152.63,0.9,98.67,4.7,144239.6,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,099SMPL.d,,12/5/2021 3:09,Sample,,4685_3_10-30,,2416.9,1.6,,,219.33,11.5,46.67,32.7,1484425.96,1.5,174,6.1,113.33,13,36.67,31.5,30,37.1,16.67,25,513468.07,0.2,574651.99,0.8,53.33,5.7,94,9.3,30.67,10,102.67,4.1,30.67,16.4,293.34,2.8,314505.5,0.4,127.33,8.1,147279.56,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1342.23 is over the calibration range,FALSE,100SMPL.d,,12/5/2021 3:14,Sample,,4685_3_10-60,,2360.89,2.2,,,294.67,19.9,96.67,36.3,14955470,0.4,526.68,4.8,236.67,10.7,80,45.1,48,4.2,39.33,28,5785076.5,0.9,6433735.11,1.8,336.68,9.5,291.34,13.6,70,24.4,264.67,3.7,92.67,19.6,2413.58,1.8,3860113.25,1.1,477.34,5.9,149015.8,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,101SMPL.d,,12/5/2021 3:19,Sample,,4685_3_50-10,,2525.58,1.7,,,332.68,5.5,56.67,36.7,1345430.13,0.3,416.68,3.5,318.67,21.4,96.67,15.8,62.67,17.6,46.67,21.6,472212.54,0.3,524499.04,0.6,79.33,21.4,338.68,24.7,95.33,13.5,314.67,20.6,92,47.1,482.01,9.4,226271.19,0.7,370.68,22.9,143734.17,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,102SMPL.d,,12/5/2021 3:24,Sample,,4685_3_50-30,,2460.24,2.7,,,300.67,15.9,43.33,13.3,8363417.33,0.5,549.35,2,286.01,4.6,86.67,17.6,49.33,10.2,44,28.4,3399332.83,0.2,3781882.76,0.6,192.67,16.6,329.34,16.3,81.33,29.7,314.67,17.3,104.67,4.8,1550.11,3.4,2164820.92,0.8,445.34,11,143287.52,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,103SMPL.d,,12/5/2021 3:29,Sample,,wt_1_10-30,,2386.89,3.5,,,354.01,11.1,46.67,32.7,3764125.08,0.8,387.34,8.8,328.01,11.6,93.34,55,60.67,28,38.67,7.9,1229355,1.1,1371662.27,0.4,128.67,10,369.34,18.5,82,6.5,322.01,17.4,114.67,13.1,793.36,11.3,961833.96,0.7,427.35,19.5,148887.2,0.6
