Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,053SMPL.d,,12/11/2021 16:24,Sample,,4104_3_50-10,,0.068,2.2,,,0.002,4.3,357.636,173.2,28.933,1.3,0.004,3.5,0.001,16.5,0.001,57.7,0.002,48.2,0.001,28.4,16.976,0.2,16.974,0.8,0.003,16.4,0.001,7.7,0.001,48.4,0.001,21.5,<0.000,N/A,0.004,7.3,17.251,0.6,0.001,22.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1549.75 is over the calibration range,FALSE,054SMPL.d,,12/11/2021 16:29,Sample,,4104_3_50-30,,0.064,3.1,,,0.003,20.6,1549.754,96.1,116.803,0.5,0.006,7.5,0.001,20.6,0.001,33.3,0.002,3.5,0.001,4.9,91.346,1.4,90.582,1.3,0.012,12.5,0.001,29.5,0.001,12.4,0.001,11.7,<0.000,N/A,0.014,2.9,113.372,1.1,0.002,4.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,055SMPL.d,,12/11/2021 16:34,Sample,,4105_1_10-30,,0.061,1.6,,,0.002,21.4,596.059,34.6,69.615,0.6,0.004,22.1,0.001,26.5,0.003,13.9,0.002,31.2,0.001,4.9,44.1,0.6,44.153,0.3,0.007,2.9,0.001,25.6,0.001,22.9,0.001,38.5,<0.000,N/A,0.008,8.7,68.716,0.3,0.002,13.4,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1192.12 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 17.15 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 75.38 is outside the allowed range [80.00, 120.00]",FALSE,056SMPL.d,,12/11/2021 16:39,Sample,,4105_1_10-60,,0.057,4.3,,,0.003,9.9,1192.119,121.2,214.35,1.7,0.005,7.7,0.001,26.7,0.001,88.2,0.001,15.4,0.001,47.7,172.034,2.1,171.995,1.5,0.018,4.1,0.001,6.7,0.001,35,0.001,26.4,<0.000,N/A,0.027,4.9,244.713,2.1,0.003,5.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,057SMPL.d,,12/11/2021 16:44,Sample,,4105_1_50-10,,0.061,1.9,,,0.002,5.9,476.847,43.3,34.957,1.1,0.003,1.2,0.001,7.5,0.001,100,0.001,28.2,0.001,71.3,22.843,0.3,22.763,2,0.004,15.5,0.001,40.4,0.001,10,0.001,18.5,<0.000,N/A,0.004,12.5,21.873,0.7,0.001,27.7,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 76.95 is outside the allowed range [80.00, 120.00]",FALSE,058SMPL.d,,12/11/2021 16:49,Sample,,4105_1_50-30,,0.064,1.4,,,0.003,15.1,357.636,100,123.315,0.4,0.006,6.6,0.001,30.1,0.002,60,0.002,48.1,0.001,47.2,96.995,0.6,96.727,0.5,0.013,10.9,0.001,38.4,0.002,13.5,0.001,35.4,<0.000,N/A,0.015,2.6,120.637,1.1,0.002,14.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,059SMPL.d,,12/11/2021 16:54,Sample,,cal check 100,,88.958,0.5,,,87.617,1.2,476.847,43.3,91.413,1.3,91.534,0.9,92.267,1,95.11,0.4,95.29,1.1,95.873,1.1,93.771,0.4,93.53,0.9,95.697,0.6,93.58,0.5,96.366,0.5,94.47,0.8,95.743,0.6,94.015,0.4,97.729,2.3,95.333,0.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,060SMPL.d,,12/11/2021 16:59,Sample,,blank,,0.211,2.6,,,0.001,9.9,596.059,34.6,0.002,3.8,0.002,9.5,0.001,15.6,0.002,75.8,0.001,20.4,0.001,43.6,0.002,7.4,0.001,48.4,0.002,13.6,0.001,3.7,0.001,14.7,0.001,1.7,<0.000,N/A,0.001,4.4,0.002,12.7,0.001,7.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,061SMPL.d,,12/11/2021 17:04,Sample,,4105_2_10-30,,0.079,2.8,,,0.002,12.8,715.271,50,77.214,0.2,0.003,3.8,0.001,10.9,0.001,33.3,0.001,33.1,0.001,10.8,53.218,0.9,52.582,0.6,0.007,6.1,0,30.5,0,16.7,0.001,9.8,<0.000,N/A,0.008,5.3,78.045,0.8,0.001,11.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,062SMPL.d,,12/11/2021 17:09,Sample,,4105_2_10-60,,0.069,2.6,,,0.003,8.9,834.483,24.7,227.095,0.9,0.005,1.9,0.001,17.7,0.002,39,0.001,48,0.001,14.3,194.585,0.2,194.811,1.7,0.019,2.3,0.001,36.3,0.001,12.5,0.001,19.9,<0.000,N/A,0.03,1.5,259.992,0.1,0.004,5.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,063SMPL.d,,12/11/2021 17:14,Sample,,4105_2_50-10,,0.067,0.4,,,0.003,3,596.059,34.6,33.135,0.3,0.005,4.3,0.002,10.1,0.004,22.2,0.002,27.8,0.002,30.9,20.582,1.6,21.203,0.9,0.004,12,0.002,23.6,0.002,37.1,0.002,12.6,<0.000,N/A,0.005,8.7,20.11,0.3,0.002,19.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,064SMPL.d,,12/11/2021 17:19,Sample,,4105_2_50-30,,0.066,1.7,,,0.002,20.9,476.847,43.3,120.704,0.7,0.004,2.6,0,46.4,0,173.2,0.001,42.9,0,57.3,94.826,0.5,94.345,1,0.01,2.2,0,69.6,0,24.7,0,29.4,<0.000,N/A,0.014,0.9,119.709,1.7,0.001,11.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1668.97 is over the calibration range,FALSE,065SMPL.d,,12/11/2021 17:24,Sample,,4105_3_10-30,,0.062,4.1,,,0.003,14.1,1668.966,75.3,65.124,1,0.004,12.5,0.002,20,0.003,43.7,0.002,25.1,0.002,14.2,42.931,1.2,42.326,0.9,0.007,16.2,0.002,17.3,0.002,22.2,0.002,26.9,<0.000,N/A,0.008,7.8,64.998,0.8,0.003,12.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1072.91 is over the calibration range,FALSE,066SMPL.d,,12/11/2021 17:29,Sample,,4105_3_10-60,,0.058,3.7,,,0.005,17.2,1072.907,66.7,211.094,1.1,0.006,3.5,0.002,14.6,0.003,30,0.003,5.1,0.002,21.4,173.568,0.6,173.455,0.4,0.02,2.8,0.002,12.5,0.002,25.1,0.002,7.5,<0.000,N/A,0.028,2.7,239.929,1.2,0.005,7,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1072.91 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.39 is outside the allowed range [80.00, 120.00]",FALSE,067SMPL.d,,12/11/2021 17:34,Sample,,4105_3_50-10,,0.064,1.3,,,0.003,11.7,1072.907,66.7,31.939,1.2,0.005,18.7,0.002,27.4,0.003,74.2,0.002,23.2,0.002,36.2,19.732,1.8,20.273,0.7,0.005,9.1,0.002,33.1,0.002,20.4,0.002,20.5,<0.000,N/A,0.005,13.4,19.64,0.6,0.002,21,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1072.91 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.42 is outside the allowed range [80.00, 120.00]",FALSE,068SMPL.d,,12/11/2021 17:39,Sample,,4105_3_50-30,,0.064,4.2,,,0.003,13.8,1072.907,88.2,121.362,0.7,0.007,7.7,0.002,12.9,0.003,16.4,0.002,12.2,0.002,54.3,98.947,0.8,97.764,0.7,0.012,12,0.002,4.1,0.002,4.5,0.002,21.7,<0.000,N/A,0.017,3.7,120.809,0.5,0.003,6.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,069SMPL.d,,12/11/2021 17:44,Sample,,4106_1_10-30,,0.06,3.1,,,0.003,13.4,715.271,50,61.378,0.8,0.004,5.8,0.002,14.3,0.002,16.7,0.002,33,0.002,7.5,39.154,0.5,39.273,0.9,0.007,7.1,0.002,19.1,0.002,9.7,0.002,9.8,<0.000,N/A,0.008,6.1,58.959,0.4,0.003,10.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,070SMPL.d,,12/11/2021 17:49,Sample,,4106_1_10-60,,0.057,1.2,,,0.004,7.2,476.847,43.3,212.774,0.2,0.007,6.8,0.003,20.2,0.003,6.7,0.003,19.9,0.002,38.1,176.723,0.5,176.031,0.1,0.02,8.5,0.002,16.3,0.003,15.6,0.002,3.5,<0.000,N/A,0.029,0.2,245.543,0.5,0.005,7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1311.33 is over the calibration range,FALSE,071SMPL.d,,12/11/2021 17:54,Sample,,cal check 10 #2,,8.16,1.5,,,8.656,0.3,1311.33,31.5,8.954,0.2,8.99,0.4,9.051,0.3,9.069,1,9.041,0.5,9.032,0.4,9.19,0.4,9.16,0.4,9.108,0.9,9.293,1.7,9.188,0.4,9.286,0.5,8.342,0.2,9.615,1.4,9.353,0.4,9.798,0.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,072SMPL.d,,12/11/2021 17:59,Sample,,blank,,0.155,1.2,,,0.003,18.2,596.059,91.7,0.014,13.6,0.004,17.1,0.003,20.5,0.003,17.6,0.003,10.2,0.002,28.8,0.012,17.3,0.012,18.8,0.003,32.9,0.003,10.6,0.003,17.8,0.003,17.7,<0.000,N/A,0.003,18.6,0.013,25.6,0.003,27.5,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.66 is outside the allowed range [80.00, 120.00]",FALSE,073SMPL.d,,12/11/2021 18:05,Sample,,4106_1_50-10,,0.072,0.9,,,0.003,17.4,715.271,0,30.719,0.3,0.004,7.8,0.002,22.3,0.003,39.8,0.002,19.5,0.002,59.3,18.565,0.1,19.482,0.7,0.004,16.9,0.002,36.7,0.002,37,0.002,27.8,<0.000,N/A,0.005,7.2,18.985,0.1,0.002,21.6,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.68 is outside the allowed range [80.00, 120.00]",FALSE,074SMPL.d,,12/11/2021 18:10,Sample,,4106_1_50-30,,0.068,2.4,,,0.003,8,596.059,69.3,119.63,0.8,0.006,2.2,0.002,3.2,0.003,54.3,0.002,31.4,0.002,22.5,97.409,0.5,96.207,1.3,0.013,12.9,0.002,14.7,0.002,20.9,0.002,14.9,<0.000,N/A,0.016,5,119.135,0.2,0.003,13.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1549.75 is over the calibration range,FALSE,075SMPL.d,,12/11/2021 18:15,Sample,,4106_2_10-30,,0.062,3.5,,,0.003,2.7,1549.754,13.3,67.775,0.4,0.003,22.6,0.002,11.2,0.003,59.2,0.002,25.8,0.002,42.5,44.516,0.1,44.58,1.1,0.008,14.8,0.002,18.5,0.002,25.8,0.002,22.2,<0.000,N/A,0.008,9.5,66.017,1.5,0.003,19,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1311.33 is over the calibration range,FALSE,076SMPL.d,,12/11/2021 18:20,Sample,,4106_2_10-60,,0.06,1.7,,,0.004,14.8,1311.33,15.7,214.579,1.3,0.007,3.8,0.002,5.2,0.002,9.1,0.003,21.2,0.002,22.9,178.798,0.2,179.15,0.2,0.021,6.7,0.002,2.3,0.002,30.5,0.002,3.9,<0.000,N/A,0.029,1.9,246.127,0.4,0.004,2.5,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1311.33 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 78.29 is outside the allowed range [80.00, 120.00]",FALSE,077SMPL.d,,12/11/2021 18:25,Sample,,4106_2_50-10,,0.06,3.2,,,0.003,1.1,1311.33,15.7,30.906,0.7,0.004,16.9,0.002,13.1,0.003,55.6,0.003,54.8,0.002,13.7,19.006,0.1,19.785,0.3,0.005,14,0.002,18.4,0.002,22.7,0.002,15.6,<0.000,N/A,0.005,11.9,19.376,0.7,0.002,15.6,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1192.12 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.37 is outside the allowed range [80.00, 120.00]",FALSE,078SMPL.d,,12/11/2021 18:30,Sample,,4106_2_50-30,,0.063,2.1,,,0.003,10,1192.119,45.8,119.522,0.5,0.007,10.2,0.002,39,0.002,8.7,0.002,39.5,0.002,8.1,96.494,1,94.942,0.7,0.012,9.1,0.002,25.7,0.002,28.7,0.002,27.6,<0.000,N/A,0.016,2.9,119.121,1.4,0.003,21.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,079SMPL.d,,12/11/2021 18:35,Sample,,4106_3_10-30,,0.059,5.4,,,0.003,16.9,953.695,57.3,75.504,0.7,0.004,9.8,0.002,26.7,0.003,79.9,0.002,32,0.002,16.5,51.377,1.4,50.987,0.8,0.008,2.1,0.002,11,0.002,19.5,0.002,12.2,<0.000,N/A,0.009,0.6,73.067,1.1,0.003,15.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,080SMPL.d,,12/11/2021 18:40,Sample,,4106_3_10-60,,0.056,2.4,,,0.004,12.8,834.483,24.7,218.89,0.9,0.006,14,0.002,23.9,0.003,54.5,0.002,32.8,0.002,14.7,186.125,0.5,184.769,0.5,0.021,7.6,0.002,23.3,0.002,40.6,0.002,19.9,<0.000,N/A,0.029,2.2,250.109,1.2,0.004,11.3,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 78.42 is outside the allowed range [80.00, 120.00]",FALSE,081SMPL.d,,12/11/2021 18:45,Sample,,4106_3_50-10,,0.061,4.2,,,0.004,18.2,238.424,86.6,33.858,0.2,0.006,13.5,0.003,9.7,0.002,24.7,0.003,34.1,0.003,24.3,21.855,1.2,21.787,0.4,0.006,16.6,0.003,24.3,0.003,10.1,0.003,17.1,<0.000,N/A,0.006,9.8,20.617,0.4,0.003,20.2,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1668.97 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 78.89 is outside the allowed range [80.00, 120.00]",FALSE,082SMPL.d,,12/11/2021 18:50,Sample,,4106_3_50-30,,0.063,2.2,,,0.005,12.2,1668.966,32.7,125.942,1.4,0.007,10.1,0.003,32.5,0.003,15.7,0.003,32.8,0.003,8.9,102.151,0.7,101.795,1.3,0.014,3.3,0.003,23.1,0.003,16.6,0.003,17.9,<0.000,N/A,0.018,4.1,124.446,1.4,0.004,8.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,083SMPL.d,,12/11/2021 18:55,Sample,,cal check 25 #2,,20.892,0.4,,,22.167,0.2,357.636,173.2,23.145,0.3,23.054,0.7,23.485,0.3,22.61,0.3,22.45,0,22.618,0.3,23.707,0.8,23.636,1,22.59,0.6,23.717,0.8,22.999,0.3,24.01,0.6,22.23,0.7,23.792,0.4,23.321,0.3,24.07,0.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,084SMPL.d,,12/11/2021 19:00,Sample,,blank,,0.173,1.1,,,0.004,4.8,715.271,86.6,0.019,16.8,0.004,10.3,0.003,13.2,0.003,36.1,0.003,27.4,0.003,29,0.014,13,0.015,17.2,0.003,21.7,0.003,15.6,0.003,20,0.003,7.3,<0.000,N/A,0.003,19.1,0.018,13.7,0.003,12.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,085SMPL.d,,12/11/2021 19:05,Sample,,check3_10-30,,0.071,3.7,,,0.005,32.2,715.271,86.6,157.247,0.8,0.007,11.5,0.003,22.6,0.004,45.3,0.005,26.3,0.003,10.4,179.952,1,179.214,0.7,0.016,3.8,0.003,33.8,0.003,50.7,0.003,39.9,<0.000,N/A,0.031,4.7,215.592,0.8,0.005,13.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,086SMPL.d,,12/11/2021 19:10,Sample,,check3_10-60,,0.059,5.3,,,0.005,4.4,476.847,43.3,308.468,0.6,0.008,6.9,0.003,17.1,0.004,11.2,0.003,16.5,0.002,36.4,355.573,0.3,357.983,1.2,0.028,5.7,0.003,15.2,0.003,8.6,0.003,10.5,<0.000,N/A,0.055,2.3,428.003,1,0.007,7.8,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 78.16 is outside the allowed range [80.00, 120.00]",FALSE,087SMPL.d,,12/11/2021 19:15,Sample,,check3_50-10,,0.063,1.1,,,0.004,13.9,238.424,86.6,51.802,0.4,0.006,15.6,0.003,26.8,0.002,10.8,0.003,13.3,0.003,38.8,60.474,0.4,59.74,0.5,0.008,22,0.003,24.4,0.003,10.2,0.002,29.4,<0.000,N/A,0.011,6.8,73.661,1.3,0.003,20.1,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1072.91 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 78.26 is outside the allowed range [80.00, 120.00]",FALSE,088SMPL.d,,12/11/2021 19:20,Sample,,check3_50-30,,0.062,2.8,,,0.004,17.5,1072.907,0,153.548,0.9,0.007,16.8,0.003,33.5,0.002,28.9,0.003,49.3,0.002,34.6,176.801,0.2,175.092,0.6,0.015,4.4,0.002,36.7,0.003,21.8,0.003,31.5,<0.000,N/A,0.028,3.4,212.187,0.5,0.004,18.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1788.18 is over the calibration range,FALSE,089SMPL.d,,12/11/2021 19:25,Sample,,3192_1_10-30,,0.06,3.6,,,0.007,13.1,1788.178,40,36.703,0.7,0.004,13.2,0.002,20.6,0.004,52.4,0.003,24.1,0.002,38.4,18.799,0.3,19.398,0.7,0.006,8.7,0.002,19,0.003,38.4,0.002,19.7,<0.000,N/A,0.005,14.6,31.244,0.6,0.003,18.7,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.55 is outside the allowed range [80.00, 120.00]",FALSE,090SMPL.d,,12/11/2021 19:30,Sample,,3192_1_10-60,,0.057,1.9,,,0.004,10.9,953.695,78.1,176.035,0.5,0.003,9.2,0.001,34,0.001,88.2,0.001,17.3,0.001,40,132.555,1.6,132.312,1,0.015,3.2,0,40.1,0,13.3,0,24.7,<0.000,N/A,0.019,3.2,195.311,0.4,0.002,6.2,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 76.92 is outside the allowed range [80.00, 120.00]",FALSE,091SMPL.d,,12/11/2021 19:35,Sample,,3192_1_50-10,,0.061,0.5,,,0.002,19.8,715.271,86.6,29.257,0.4,0.002,8.8,0,30.5,0.001,41.7,0.001,26.5,0,21.7,17.124,0.7,17.349,2.4,0.003,2,0,105.4,0,53.9,0,34.6,<0.000,N/A,0.003,4.7,16.172,0.4,0,18.7,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 77.25 is outside the allowed range [80.00, 120.00]",FALSE,092SMPL.d,,12/11/2021 19:40,Sample,,3192_1_50-30,,0.06,2.9,,,0.005,3.2,715.271,50,99.811,0.9,0.004,0,0,19.9,0.002,24.7,0.001,8.7,0,41.7,77.264,1,76.716,1.1,0.008,3.8,0,49.5,0,40.8,0,65.5,<0.000,N/A,0.012,1.4,100.149,0.5,0.001,7.8,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.87 is outside the allowed range [80.00, 120.00]",FALSE,093SMPL.d,,12/11/2021 19:45,Sample,,3192_2_10-30,,0.058,0.7,,,0.003,18,238.424,173.2,46.77,0.5,0.001,4.5,0,25.5,0.001,89.2,0.001,24.1,0,49.5,26.442,1,26.591,1.1,0.004,16,0,45.8,0,33.3,0,56.8,<0.000,N/A,0.004,3.6,40.758,1,0,22.4,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1311.33 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.46 is outside the allowed range [80.00, 120.00]",FALSE,094SMPL.d,,12/11/2021 19:50,Sample,,3192_2_10-60,,0.056,2.7,,,0.004,12.3,1311.33,56.8,193.04,0.6,0.004,9.9,0,47.7,0.001,124.9,0.001,0,0,0,148.729,0.9,147.336,0.5,0.016,5.2,0,24.7,0,10.8,0,31.5,<0.000,N/A,0.022,5,216.122,0.6,0.002,2.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,095SMPL.d,,12/11/2021 19:56,Sample,,cal check 50 #2,,42.749,2.5,,,43.063,0.7,238.424,86.6,44.613,0.8,45.57,0.2,44.911,1.1,46.41,0.7,44.263,0.5,44.528,0.1,46.507,0.7,46.631,1.6,44.818,0.4,45.65,0.5,47.519,0.4,46.184,0.4,46.704,0.7,46.244,0.5,47.828,0.9,46.221,0.8,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.32 is outside the allowed range [80.00, 120.00]",FALSE,096SMPL.d,,12/11/2021 20:00,Sample,,blank,,0.185,0.5,,,0.001,9.8,596.059,69.3,0.002,2.5,0.002,16.6,0.001,24.8,0.001,24.7,0.001,18.3,0.001,20.8,0.002,5.2,0.002,18.4,0.001,31,0.001,23.1,0.001,33.4,0.001,9.5,<0.000,N/A,0.001,6,0.002,4.8,0.001,19.1,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 77.15 is outside the allowed range [80.00, 120.00]",FALSE,097SMPL.d,,12/11/2021 20:06,Sample,,3192_2_50-10,,0.079,1.9,,,0.002,7.1,715.271,50,29.633,0.5,0.003,3.6,0,12.6,0.001,45.8,0.001,33.1,0,86.6,16.659,0.1,16.7,0.2,0.003,26.3,0,16.4,0.001,6,0,3.5,<0.000,N/A,0.003,2.8,15.737,0.1,0,12.4,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 77.43 is outside the allowed range [80.00, 120.00]",FALSE,098SMPL.d,,12/11/2021 20:11,Sample,,3192_2_50-30,,0.068,5.5,,,0.003,9.9,834.483,89.2,109.146,0.5,0.004,11.4,0,19.8,0.001,50,0.001,15.4,0,56.8,87.369,0.9,85.879,0.6,0.01,7,0,22.9,0.001,43.3,0,28.9,<0.000,0,0.013,4.7,108.033,0.6,0.001,18,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 79.43 is outside the allowed range [80.00, 120.00]",FALSE,099SMPL.d,,12/11/2021 20:16,Sample,,3192_3_10-30,,0.062,1.7,,,0.001,7.5,953.695,57.3,48.059,0.7,0.002,13.2,0,18.8,0.001,0,0.001,0,0,91.7,27.663,1.2,27.759,0.8,0.004,24.6,0,12.4,0,57.7,0,63.8,<0.000,N/A,0.004,4.3,45.426,0.5,0.001,6.9,,
"113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1072.91 is over the calibration range103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 78.77 is outside the allowed range [80.00, 120.00]",FALSE,100SMPL.d,,12/11/2021 20:21,Sample,,3192_3_10-60,,0.061,5.2,,,0.003,2.8,1072.907,88.2,188.994,0.6,0.003,7,0,40.5,0,114.6,0.001,35.5,0,21.7,144.709,1.4,144.104,1.1,0.016,11.3,0,81.1,0,16.7,0,18.2,<0.000,N/A,0.022,3.1,213.752,0.2,0.002,8,,
